"true_ci","diff_mult","gs_lambda","gs_ci","se_gs_ci","cc_ci","se_cc_ci","mb_ci","se_mb_ci","nv_ci","se_nv_ci","corr_disadv_error"
0.5,1.2,-0.158634506634507,0.496511453138108,0.0249459695945274,0.544428099305853,0.0943603089172258,0.528767669456219,0.576592117176819,-0.0540213945207233,0.0242844184448495,NA
0.5,1.2,-0.13190783990784,0.497391293034417,0.0248799872742814,0.491161428647472,0.077996380293343,0.338863392318816,0.14088615469052,-0.0806008852253349,0.0229492324596061,NA
0.5,1.2,-0.15828941028941,0.532313734470065,0.0253973111256627,0.442981740500099,0.0999186809733041,0.561442578542786,0.455229910852978,-0.070842137839174,0.0258139834553542,NA
0.5,1.2,-0.11647238047238,0.519963836904852,0.0237450903342074,0.497179948490153,0.0929552815044939,-3.40854714517254,1453.65189531001,-0.0601331815919581,0.0233945667428644,NA
0.5,1.2,-0.106932574932575,0.506332906577411,0.0229255409341574,0.469046233610245,0.0813947658337576,0.521317012549071,0.489588356401765,-0.0510094051409988,0.0249192465818461,NA
0.5,1.2,-0.140726012726013,0.492987304373841,0.0241038160463781,0.467173796929403,0.0818367284931334,0.299125268665667,0.173836829159092,-0.0610739458656982,0.0222711790926213,NA
0.5,1.2,-0.0843159243159243,0.510871189234208,0.0259577119092961,0.48742284492993,0.0697233040998138,0.222170312973521,0.201517518437743,-0.0326701615821848,0.0230983625722963,NA
0.5,1.2,-0.170609138609139,0.557845602148199,0.0244450232968518,0.672282234614106,0.123335530243966,1.25775246285664,1.74275906597761,-0.0936990490623286,0.0249519933372239,NA
0.5,1.2,-0.11014685014685,0.491533243794845,0.0229642533523639,0.502266635230548,0.0956307526054021,0.626752858245253,0.643812492967404,-0.056419156877145,0.0233800987228923,NA
0.5,1.2,-0.126214266214266,0.485718628860142,0.0253911876231691,0.423591799039174,0.0792312476534623,0.144939781132292,0.112311582813647,-0.0306648439792724,0.0227652233390618,NA
0.5,1.2,-0.111411603411603,0.5614592319984,0.0296238546493123,0.536596485168989,0.114050509658273,1.17385920168912,2.7053678171194,-0.0578073714185338,0.0284415058383044,NA
0.5,1.2,-0.119061935061935,0.492618751313272,0.0249841665369637,0.439248250978324,0.0863226560170687,-2.63755287921257,11.8100242630956,-0.101276416163351,0.0239935811636442,NA
0.5,1.2,-0.148476796476796,0.483571666344442,0.0232661497382924,0.63023210967454,0.122896815375781,0.394820405751436,0.295798689806904,-0.0560886505215202,0.0233335870829072,NA
0.5,1.2,-0.16376881976882,0.494646434160096,0.0235385458837275,0.346325676748976,0.0651622960347818,1.04902247586653,1.41765018143818,-0.0867674452432641,0.0242992281304156,NA
0.5,1.2,-0.17436681036681,0.473372763388611,0.0260452151424972,0.361202145098532,0.079645322308176,0.6351217901922,0.440609809712455,-0.0971283706766545,0.0236674047741932,NA
0.5,1.2,-0.122442266442266,0.496131417504664,0.0243197082347696,0.607139244871716,0.114577272456548,0.374607970977043,0.204338437931734,-0.0720751175680187,0.0245853151516249,NA
0.5,1.2,-0.150734898734899,0.528935870149603,0.0249044749097916,0.66353074444271,0.141161477247174,0.716538812446518,0.509914899066318,-0.0992226793180448,0.0247390750321732,NA
0.5,1.2,-0.11787846987847,0.520635327962727,0.0249167957963343,0.452121263768689,0.083905824841297,6.55018077250215,726.120430325902,-0.115010517478073,0.0248206590883796,NA
0.5,1.2,-0.128771204771205,0.508600563101262,0.0222866235374476,0.348714637714127,0.0631780046980177,0.483914211124469,0.327812076127271,-0.0718387996081304,0.0234206521074367,NA
0.5,1.2,-0.132540936540937,0.510577554901221,0.0239399856050675,0.572897982599081,0.116887575143923,-0.930460530966404,2.19106360265282,-0.0581900092669236,0.0244960056066068,NA
0.5,1.2,-0.229755013755014,0.502033485073612,0.0256055373362021,0.665681355266184,0.153236034346941,0.54054156195171,0.21363276621135,-0.125446519385262,0.024565550016721,NA
0.5,1.2,-0.144507864507865,0.51550068140617,0.0250647843142992,0.499439636230855,0.089060149102693,4.12667817511612,1744.00284731122,-0.0723628715407534,0.020966237871486,NA
0.5,1.2,-0.130903558903559,0.479851350081235,0.0231783399319152,0.506811038386633,0.107619379880353,0.255534393811416,0.122804701384921,-0.0657739096440634,0.0230791715321371,NA
0.5,1.2,-0.169601113601114,0.522566138627829,0.0259654984243679,0.635308474057095,0.101791278724455,0.519574873141901,0.347771043757832,-0.0781053717966917,0.0226372796273238,NA
0.5,1.2,-0.11436657036657,0.495855487761873,0.0245467829720992,0.538265628121909,0.0788438562113333,0.197162593180198,0.143561857801081,-0.0383619547097449,0.0251699246447614,NA
0.5,1.2,-0.177681765681766,0.451645942561121,0.0230850033785322,0.647519847358151,0.114105995557684,0.421073750233369,0.248330761248518,-0.0762050910100597,0.0229492032965958,NA
0.5,1.2,-0.111904035904036,0.489114816929028,0.0221749014950086,0.27790988340132,0.0549446875436854,0.380500083786098,0.171781590700084,-0.0880658345008735,0.0220575260111098,NA
0.5,1.2,-0.179568407568408,0.479762231622402,0.0221265929919365,0.580826033478225,0.103227677305075,0.288996630174624,0.101792771753802,-0.0826987791040713,0.0216846499807874,NA
0.5,1.2,-0.0559280839280839,0.490916658614006,0.0250736586627051,0.431889212086134,0.0880865166023189,0.14754175757147,0.486005929678155,-0.00797369273226375,0.023987063733036,NA
0.5,1.2,-0.113580437580438,0.49255662226483,0.0256765510907082,0.463309842911866,0.0911805643266138,-39.4709799877282,634.866430239534,-0.0346740915456494,0.0251940870983865,NA
0.5,1.2,-0.135300111300111,0.513091300101964,0.0251914056159242,0.46738344999305,0.0890983863180446,0.330382562414327,0.161943623612391,-0.0707042035470407,0.0239554968314503,NA
0.5,1.2,-0.199297627297627,0.502903112164022,0.0236547102286394,0.571945724788425,0.119590703687516,0.384867656395514,0.159962234571613,-0.0959484688660505,0.0218713710403541,NA
0.5,1.2,-0.130497202497203,0.499183037682047,0.0230593015924154,0.555949179694208,0.125647930202139,0.379361930915186,0.15499942981592,-0.0962375092458051,0.0252646313301199,NA
0.5,1.2,-0.118011646011646,0.534837126941599,0.0255555342550519,0.625502447418702,0.108625632587054,0.319732228198958,0.217579845483478,-0.0555292434928584,0.0268243871488317,NA
0.5,1.2,-0.134364302364302,0.50057940841224,0.0233326721345446,0.495593085745724,0.0950184353631453,0.307324958259014,0.14324589694595,-0.068471291508968,0.0265932365761039,NA
0.5,1.2,-0.0711366111366111,0.529990625667594,0.0255016139326383,0.520353115696269,0.0843277704968146,-0.399868456430579,0.517631867205314,-0.0432503779711744,0.0257767136293821,NA
0.5,1.2,-0.203291507291507,0.499814984943665,0.0210791815326529,0.54158382950603,0.0918447402350121,0.335110416806537,0.101914502299327,-0.108853069047458,0.0228234198282981,NA
0.5,1.2,-0.16772153972154,0.513664991910318,0.023592818544701,0.64990863103105,0.130448659781411,0.510680324095476,0.352222365893074,-0.0725583760946407,0.0240558985504551,NA
0.5,1.2,-0.14441016041016,0.49214716431015,0.022410965108146,0.504605999468962,0.0985237831724661,0.470082410524654,0.448564260544278,-0.0508600544491735,0.0244736260553088,NA
0.5,1.2,-0.17042333042333,0.455732346337022,0.0224043573719966,0.471045372945425,0.0791890344145072,0.304744484734706,0.13641079894989,-0.0748120001118323,0.0220655635086709,NA
0.5,1.2,-0.101740985740986,0.486025036138337,0.0234851225909721,0.488896048312903,0.10364268575659,0.347409349752483,0.310889334720502,-0.0459577744496875,0.0235536368023011,NA
