"true_ci","total_size","gs_lambda","gs_ci","se_gs_ci","cc_ci","se_cc_ci","mb_ci","se_mb_ci","nv_ci","se_nv_ci"
0.5,2500,0.594068692810991,0.498491601753014,0.0159199559051562,0.451680982608556,0.0520219139870976,0.444636050858109,0.0323286424609204,0.278876640074227,0.0154946472947099
0.5,2500,0.577780227356836,0.527049211543167,0.0164541367012278,0.491018424296432,0.0536716248049046,0.526107488475473,0.0439623296851093,0.292503349179789,0.015378256547624
0.5,2500,0.603808630881381,0.527835324383652,0.0152178329091773,0.600027664582145,0.0679235089048904,0.519462614450298,0.0377059392219763,0.325237551387716,0.0146535928021799
0.5,2500,0.571817406050785,0.487278345415627,0.0156981516022874,0.446573380686507,0.0491839071822553,0.489159502920817,0.0414842387930911,0.277628851765844,0.0152919341330169
0.5,2500,0.600152633880422,0.501703574873999,0.0153371661699631,0.425709844339473,0.0514425740537916,0.476857815204193,0.0371295857809289,0.306445007330068,0.0155034628251296
0.5,2500,0.573811643553863,0.514524186134463,0.0160085866581993,0.555911737747373,0.0678295410026316,0.490916300789635,0.0375930703655696,0.303449423975752,0.0159491777355034
0.5,2500,0.58765168544827,0.521802553042734,0.0152767108167304,0.45869517764862,0.0500356105748032,0.517103001049405,0.0399311629081783,0.306273101218567,0.0161519384708164
0.5,2500,0.578174282075885,0.525368594078439,0.0154334602402964,0.48275700627987,0.0491996601600497,0.49970293555062,0.0381645031881137,0.298447333967391,0.0152248542535328
0.5,2500,0.601497575663612,0.502870006197745,0.0145184874345553,0.445072878368467,0.048019354360207,0.553995889865038,0.049021109024805,0.304352300937585,0.0151946671551916
0.5,2500,0.579031652069064,0.519046113802505,0.0160084980682845,0.478647040449389,0.0520851443356834,0.506028055760126,0.0406731074882622,0.302051889626117,0.0165496061911301
0.5,2500,0.609746737175478,0.497675290272547,0.0152719918282605,0.516120630272783,0.0584304879144273,0.498258370353234,0.038133095844561,0.301116175275672,0.0165132024380179
0.5,2500,0.588690323438452,0.482835868845462,0.0151561772183537,0.575060999315551,0.0665703828385864,0.474248801510108,0.032674996717429,0.298923618452554,0.0151613000871758
0.5,2500,0.622878732108597,0.522339201301443,0.0161001568652032,0.553274678214382,0.068599388892443,0.512209877590841,0.0389017111246588,0.323596619701015,0.0165022130981463
0.5,2500,0.582748212791714,0.516016439908418,0.0154410025960041,0.573313349603346,0.0677713473305421,0.500792468691567,0.0364948840772939,0.313952112033099,0.0168556130743057
0.5,2500,0.586665532586485,0.52500136393189,0.0159603367433307,0.454534983785791,0.055130391280827,0.494024088548453,0.034599118117007,0.306642399342153,0.0160429512084492
0.5,2500,0.589660531081685,0.498865500440311,0.0158727289782882,0.573375947297232,0.0710763492565872,0.489132984142889,0.0397728980229009,0.292984604084926,0.0162969719316723
0.5,2500,0.594823849667816,0.487450252663213,0.0144419740385867,0.552288907367939,0.0642126104087129,0.468912680144883,0.0379711513832606,0.281426056126642,0.0158689966526063
0.5,2500,0.589434053221448,0.500776181504123,0.015514479832435,0.40148744504596,0.0427267006265687,0.526359823583917,0.0463517003395163,0.285609935588782,0.0163115979434672
0.5,2500,0.569402157792345,0.484893196143107,0.0141202069217959,0.48854522649184,0.0567658722162453,0.49730349111792,0.0464684082689091,0.277716450318737,0.014225229205577
0.5,2500,0.605589117822259,0.493915819609264,0.0155388911018096,0.52786552840031,0.0550898964411717,0.483994821060418,0.0349037829117747,0.300808164466846,0.0154488332872178
0.5,2500,0.593361615833858,0.490564109869383,0.0146270107840306,0.601892334762582,0.074645174564204,0.513871294180888,0.042948287081693,0.291815156138911,0.0148224096074006
0.5,2500,0.577818483746957,0.508026069619452,0.016225045154172,0.490509498569555,0.0512535414628675,0.534222410636995,0.0449297229480186,0.294506000425214,0.0148899193047633
0.5,2500,0.596239912870386,0.503316126826688,0.0159674748643215,0.503504214635653,0.0524585983675049,0.518842009951795,0.0398762033869971,0.311172713158609,0.0160128190342184
0.5,2500,0.589003264288522,0.481364788995906,0.0143916820784184,0.432367163097518,0.0468606564019985,0.615409168217736,0.0649076173986561,0.291873688397699,0.0152805893797168
0.5,2500,0.588556663769066,0.48818990327672,0.0160706752869375,0.473763008812557,0.0516346993412043,0.542262084062376,0.0465819671132685,0.290392286372156,0.0164183259438842
0.5,2500,0.594235336549654,0.501756308585642,0.0142305485288952,0.499911270355562,0.0499481032310479,0.532049580368576,0.04722355239982,0.29758183699559,0.0153769158156167
0.5,2500,0.571267838986854,0.498167651401573,0.0148131008301177,0.525952503221947,0.0629284009039453,0.464471446004532,0.0357945231668451,0.275026016912611,0.0151293453052829
0.5,2500,0.615100728688117,0.494444810816967,0.0141916276454236,0.466978702574574,0.0580580001776555,0.513891445775628,0.0380986996928688,0.308531804665162,0.0148340103420002
0.5,2500,0.598922713171634,0.518745576229052,0.0159644285833679,0.431646290158498,0.0530778252461419,0.516668164598931,0.0413104648237242,0.314759491459805,0.0157890273335195
0.5,2500,0.616328984372638,0.509981276865455,0.0157609079817665,0.554997463882143,0.0578323289386318,0.488760830861601,0.0387429139706318,0.298938644890978,0.015513339936908
0.5,2500,0.594773516475763,0.508538488339217,0.0152120784468374,0.551411055012369,0.062374055114884,0.497041854828941,0.040411555250044,0.292506707186549,0.0150177963464558
0.5,2500,0.580471853515497,0.49947082563276,0.0147521621149124,0.467182404247239,0.053127488614091,0.503020471793903,0.0442187983647373,0.291826721276225,0.0151532975095254
0.5,2500,0.576870023563204,0.476856616205846,0.0138335358180324,0.604367318461506,0.0671832889214844,0.493309473763412,0.0391287988769995,0.280033796500976,0.0152247618228898
0.5,2500,0.588754609656738,0.513795029541812,0.015178389086764,0.528516744772878,0.0580446515173823,0.522541544203568,0.0427687926400763,0.305713801289688,0.0146117710751108
0.5,2500,0.586729207476673,0.464132491657866,0.0145741702939478,0.372122145229638,0.0447209336017766,0.486432673890654,0.0458412817196677,0.269950136585005,0.0151102571919878
0.5,2500,0.59022206435553,0.470310012944172,0.0146695319501975,0.488024321748101,0.053917027258144,0.435233462464717,0.0331417521837695,0.271350450307811,0.0150239687842758
0.5,2500,0.592301553712249,0.502278964666205,0.0156446028932031,0.428901106419037,0.0484335198617061,0.526695743012841,0.0456877509488208,0.287926612824241,0.0156947623308154
0.5,2500,0.595704551504728,0.495082360196192,0.0159213208188722,0.512918845902385,0.0634976154079804,0.463010507145697,0.0364978729208219,0.292027062877039,0.0156277663566019
0.5,2500,0.593327950548472,0.499394402127641,0.0156250112070614,0.451589864099964,0.0461515836325173,0.482284510902057,0.038069645203256,0.305120535494076,0.0159190673394303
0.5,2500,0.587865486698478,0.501603824902657,0.014944778752891,0.405784227199603,0.0473998816153268,0.462573791669292,0.0372364963789103,0.283401490807526,0.0153366870897234
0.5,2500,0.602753970872635,0.513343653372731,0.0161901623927042,0.563151884964338,0.0673095112784412,0.56278175322634,0.0481303712152338,0.320049598327266,0.0156363951239042
0.5,2500,0.589925429684069,0.528371013316592,0.014696888734386,0.456411783035048,0.0472012491162201,0.482206467272859,0.0349318148060198,0.307145215545819,0.0164611013450312
0.5,2500,0.60651787189086,0.500122028838511,0.0145007482377295,0.476147442906425,0.0575530152796415,0.430095785350862,0.0286964748969247,0.287290499400528,0.0150663884681955
0.5,2500,0.59510287332846,0.469679543050799,0.0137144050309976,0.429049747904503,0.0515238970665878,0.448424014830691,0.0348001186313106,0.268621015409409,0.0150791224652775
0.5,2500,0.607381228444997,0.479092639868588,0.0140340117801611,0.464655100896381,0.0514867392643164,0.511386782239604,0.0421789670643158,0.287507598941848,0.0143315508939526
0.5,2500,0.596828746244599,0.499069086327397,0.014899947483189,0.555898858701149,0.0578435108088254,0.493090756427406,0.0404183430600203,0.289687784017061,0.0149843050503823
0.5,2500,0.621279884108781,0.521752365192292,0.0148900597917672,0.480095926002788,0.0542086763292392,0.533272752526515,0.0405636454097457,0.336654372995511,0.0162376107567363
0.5,2500,0.606600171552028,0.496442965995009,0.0148855839343951,0.439826133782717,0.0496460302653745,0.507603458648653,0.0396434174374348,0.308231027395846,0.0153670327127597
0.5,2500,0.590075826380132,0.497102699777006,0.0164189797567172,0.482119858704961,0.0560510074405954,0.552387627723953,0.051631339927587,0.294361365465153,0.0166897932330457
0.5,2500,0.600077925132468,0.47645806095685,0.0147726730810536,0.413108524768265,0.0471931852120842,0.481212917853833,0.0396835419460854,0.28570735260509,0.0152290083652535
0.5,2500,0.606881553741049,0.495617825799762,0.0145883094619652,0.517304697415475,0.0558873334088022,0.501987667463122,0.0366212981910869,0.313624991936744,0.0147095289369147
0.5,2500,0.585735714069714,0.488028758958406,0.0155943903527,0.516303148737038,0.0568588366538652,0.472310714263087,0.0388762597244656,0.275830941458088,0.0148186882133424
0.5,2500,0.583178932604629,0.485753972055287,0.0141550097948806,0.459555870814035,0.0483158020939036,0.506770500058836,0.0395299110123844,0.296667372846416,0.0143301549309611
0.5,2500,0.563602968896475,0.50284818658249,0.014632335677176,0.562112503220803,0.0615196270446405,0.548899693174392,0.0548144052832888,0.283823931877588,0.015461826534601
0.5,2500,0.591052481384397,0.507732210895319,0.0153393798459397,0.43127321184506,0.0490244312392146,0.536282164168652,0.0434970113809359,0.318176264001565,0.0161564141900115
0.5,2500,0.578356541561047,0.504830335298583,0.0151300300113685,0.544655409705289,0.0606472635346199,0.461312813878622,0.0390577853470698,0.271492646709632,0.015655206216129
0.5,2500,0.577257276873164,0.508622478350559,0.0149678318959422,0.491630058000137,0.0555475806316309,0.462097313693519,0.033347879719961,0.294590539983024,0.0155110602814853
0.5,2500,0.589290484814478,0.516631540661031,0.0157331273078849,0.479992421733592,0.0557272762693329,0.562451598412196,0.0544151628805787,0.307543737416249,0.0155038343937092
0.5,2500,0.578652895912463,0.513838990312211,0.0155285053020081,0.562843407587685,0.0689829580561204,0.523125581112861,0.0445722519282665,0.301080614939172,0.0161796324226228
0.5,2500,0.606100712656114,0.526142717807908,0.0147764877213495,0.577230790269457,0.0659695006607267,0.516093230986354,0.0391516977585069,0.318935076650945,0.0154876470031468
0.5,2500,0.58621112611378,0.509635297214088,0.0149859656246733,0.457578639477561,0.053447246589688,0.508804504015833,0.0441122965183196,0.289577455896566,0.0151855539959479
0.5,2500,0.600464133962262,0.506760397514495,0.0151692212444603,0.485512649081318,0.059408910639058,0.501420353254943,0.0392403111443741,0.30814400045894,0.0157711557344538
0.5,2500,0.585494571247131,0.501510152975531,0.015109992233835,0.529761434079198,0.0636200924641691,0.498499865188895,0.0430193346722619,0.293473663534814,0.0154575858594674
0.5,2500,0.606950693720111,0.489413288358746,0.0148696357473368,0.429350504335394,0.0470531248024189,0.457661837816305,0.0349387461583474,0.280909531106077,0.0149578202220632
0.5,2500,0.613298177103708,0.493081815885356,0.015710828535629,0.507993462897642,0.0575140501748977,0.520503086971165,0.03834959586576,0.314758128653394,0.0159759883190868
0.5,2500,0.597041095206575,0.533277071196139,0.0152558666103551,0.441068435066068,0.0455625389265744,0.497498055394738,0.0390404095626544,0.311236847326127,0.016379037338716
0.5,2500,0.588738506998161,0.517942854365977,0.0163712055678668,0.434450422151184,0.0516996380775073,0.558606072556293,0.0567970005839796,0.301531137946868,0.0160224045528889
0.5,2500,0.588481864397098,0.518834891967113,0.0161790115321624,0.53307945270073,0.0566001936748938,0.512761392999074,0.0349531315295654,0.315523061348786,0.0156461647817891
0.5,2500,0.581035032613605,0.50286628895232,0.0146666642186502,0.56741261419901,0.0690583406131874,0.523443563593749,0.0440236192873409,0.288340877192054,0.014792515250197
0.5,2500,0.596444799175168,0.495285712153905,0.0150349217071335,0.546505485282973,0.0544309819097128,0.558768930659904,0.0510404868370112,0.309111576898705,0.0160070542714141
0.5,2500,0.605364628314341,0.506208783510131,0.014978886358697,0.523763896891892,0.0613739809859248,0.575572757831842,0.0617706290092968,0.290600300461259,0.0162938971972994
0.5,2500,0.595874350955896,0.485207036258958,0.0146821451631129,0.446263686862887,0.0451283856269178,0.420222732899845,0.0280224370808613,0.287152145770669,0.0152289545234927
0.5,2500,0.59720549945688,0.503844497214905,0.0157180852203213,0.39276406026637,0.0498449862227548,0.475337165166042,0.0361780249604737,0.293351019589686,0.0156239653642479
0.5,2500,0.604169433499109,0.496632213776316,0.0160717477566945,0.459873122464468,0.0508195139031356,0.448735670217399,0.0295828448897759,0.292501272074215,0.0153207781641198
0.5,2500,0.617793347102936,0.476156620124777,0.0141560922140134,0.481280632563457,0.053355516748646,0.508880843199261,0.0433871792471208,0.298052444177724,0.0146773171041352
0.5,2500,0.584591489886638,0.487912553322477,0.0144874394741999,0.507432631240162,0.0614901947159669,0.580541087605827,0.0567963530218621,0.291027293849964,0.0151772550117039
0.5,2500,0.577652694024431,0.502431453839862,0.0146890711859072,0.513754931459467,0.0573050390683201,0.482798147103264,0.0409364102060949,0.278593367852505,0.0148228974749675
0.5,2500,0.592267441450791,0.49031919339123,0.0144858745200485,0.540273322084574,0.0651557447583964,0.50447128613116,0.0424919711661054,0.286090168481814,0.0145927571641548
0.5,2500,0.603753030744485,0.498209216101685,0.0158859083540319,0.438180151735314,0.0494957440276651,0.455014193669782,0.0321426436724205,0.300113164699517,0.0167163794726374
0.5,2500,0.624429808964769,0.516562232070013,0.0167558946608882,0.42681155199512,0.0523093864887807,0.531339556546584,0.0394904409002941,0.330320569541577,0.016345117721917
0.5,2500,0.605798334111733,0.512708609165911,0.0154287883199309,0.436902750209065,0.0517120533342126,0.464494418498107,0.0357771070921858,0.304816999961541,0.0161816760975377
0.5,2500,0.585895208495233,0.508060958301418,0.0146507614411578,0.528143849526995,0.0562769041631223,0.466374458386126,0.0355374989995606,0.291017207966914,0.0162752944527046
0.5,2500,0.592014621186339,0.466971218182293,0.0130520331873843,0.643694978470978,0.0769024826064192,0.435642080733013,0.0315260822260761,0.270236031949606,0.0140161187852126
0.5,2500,0.586112630866021,0.470770805959111,0.0153736486833254,0.481264179689064,0.0590651187840109,0.422145227189419,0.0322462478178352,0.263009847467044,0.0151577920703683
0.5,2500,0.572696343023415,0.509033349149021,0.0154616858546818,0.538970708674104,0.0679856840557544,0.518134821426546,0.039943713781923,0.301935576143184,0.0145964617209318
0.5,2500,0.590775388476062,0.507154478809069,0.0148128436656051,0.507948200426145,0.0558629143294716,0.524461831615315,0.041546901451087,0.300664602223044,0.0157127427506603
0.5,2500,0.596547216599555,0.523703303387492,0.0166628299049818,0.521659588671938,0.0535639915160898,0.52192238403047,0.0465466220350635,0.286215007251859,0.0162970272711301
0.5,2500,0.606546844695495,0.501366693555637,0.0146011511788149,0.447641369702486,0.0456803689127424,0.508719341268664,0.0371109408727931,0.313115251223879,0.0152518205342848
0.5,2500,0.606055651016904,0.5041050865983,0.0152433999789511,0.541571185468285,0.0629013781867439,0.494392396796259,0.036752300119951,0.307799837474982,0.015598866095488
0.5,2500,0.576089155598265,0.48705523821959,0.0155121573360758,0.401325487153782,0.0485758611942131,0.495286476494422,0.0403355395068648,0.287045373118632,0.0160471135873704
0.5,2500,0.60192531179605,0.516576382917953,0.0174306722078647,0.432815038571924,0.0491350801008499,0.546399202692537,0.0454567438958844,0.312619669790141,0.0172330886720486
0.5,2500,0.593026969764315,0.50687827771837,0.015980137671617,0.552173577710636,0.0638583349203382,0.596069345960463,0.0560822813571898,0.318820346674432,0.0163986086955096
0.5,2500,0.556031771013083,0.514447403794101,0.0155395202475688,0.528917482267389,0.0576772380528539,0.495189697466755,0.0424705168820524,0.279156078902864,0.015006449879817
0.5,2500,0.616988719518195,0.491279846596328,0.0157546945386078,0.428318319517521,0.04963778562337,0.448458859128246,0.0332563862096881,0.282599877705663,0.0162147220174036
0.5,2500,0.597744285335086,0.494921962209073,0.0160800558160494,0.466679535341848,0.0529590702706914,0.532588730828584,0.043137186643619,0.297147347475693,0.0155912884688232
0.5,2500,0.600727931252469,0.493282360206056,0.0154306592089458,0.439704581291874,0.0515796623578954,0.476075058624471,0.036746404665486,0.29223262350196,0.0157111529149868
0.5,2500,0.597679236492678,0.488370704837402,0.0157289888436199,0.448932716738009,0.0510823525328817,0.538040077239773,0.0439383006680136,0.295631643293034,0.0155715959403768
0.5,2500,0.576628522852564,0.526007752698259,0.0149515176222182,0.544398849197072,0.0605985154957107,0.501402628303016,0.0397284148318508,0.296277594552489,0.0156139637578015
0.5,2500,0.607828408036545,0.524406187196574,0.0158663058792809,0.529542967763407,0.0586042039747028,0.563583938335435,0.0462562256206908,0.331275963122271,0.0156815177542071
0.5,2500,0.59937468969195,0.469974300745009,0.0143269658514901,0.463074772483259,0.0493285596746941,0.445207933212065,0.0336667431258757,0.271864427197163,0.0144734994134615
0.5,2500,0.607402862240458,0.503934554527022,0.0161553623894636,0.417411568539019,0.0446654061258596,0.485406878602866,0.031603397026771,0.310510455326164,0.0159740455246845
0.5,2500,0.598828599364576,0.488418693162502,0.0140492121523878,0.55424383017011,0.0635661979451587,0.478971006381914,0.0392055059428734,0.29019043660318,0.015886080319414
0.5,2500,0.607038160486106,0.492478229133065,0.015585681244354,0.598538535712245,0.0744257374417326,0.49662170906975,0.03694801627251,0.307096103595362,0.0153128934421567
0.5,2500,0.598978354780537,0.508336870913157,0.0153928913934502,0.511292822831934,0.0540983096603584,0.499579674645275,0.0431830831240882,0.297872176193444,0.0157056756933118
0.5,2500,0.574195910879346,0.519753455945262,0.0163560626738806,0.668372155483677,0.0812995555423292,0.483713776176065,0.0345184036338156,0.306731411799935,0.0167625727919147
0.5,2500,0.582459710473554,0.494519246633097,0.0156878447984228,0.455346732247259,0.0509356491020996,0.484490932199638,0.0369011733885143,0.288138506998395,0.0157016329929588
0.5,2500,0.596320440755271,0.508030414448234,0.0147463242522235,0.521293068614655,0.057045535759049,0.493979155328229,0.0355167792949427,0.299781546751767,0.0146477091024976
0.5,2500,0.576061105161777,0.515550933544673,0.0153705264018104,0.521135373620646,0.0692280279356089,0.494121067897858,0.0448996183173213,0.272669919644415,0.0162873533102709
0.5,2500,0.588638102502096,0.503805560409315,0.0153814207901822,0.566671704878223,0.0614377139676188,0.461403530678837,0.0338227059349488,0.293911068791396,0.0163706860195238
0.5,2500,0.61304331088693,0.513490046420547,0.0156638215457249,0.429156307971648,0.0508965935981515,0.606942735938126,0.0560647452378128,0.316326866642735,0.0156057520252945
0.5,2500,0.601043036326886,0.490092561809112,0.0149987635473082,0.47876163904184,0.0555510208908168,0.478359651109873,0.0384310014870928,0.279121696256308,0.0149711415301588
0.5,2500,0.591778223068516,0.485971826616988,0.0147372029264765,0.528609413514274,0.0585126698065402,0.499551562295233,0.0389069347002159,0.30119110527332,0.0147961729092276
0.5,2500,0.57418649750184,0.511989711085537,0.0162670518860776,0.463417455057524,0.0534888867147216,0.494822724498703,0.039991095375238,0.29751341259538,0.0156596382933094
0.5,2500,0.58077612748418,0.504673152664281,0.0153248067126243,0.539300142209801,0.0701564977171595,0.498473970990042,0.0404801004240185,0.296413075148516,0.015800731930519
0.5,2500,0.599402277024364,0.523154972908639,0.0162291190317361,0.572144651415587,0.0721184824520932,0.571936798194417,0.0524131088372712,0.301569778508486,0.0165549801423239
0.5,2500,0.579029043940647,0.501392104469304,0.0152447398986352,0.500686504356496,0.0563762881333128,0.497312834755843,0.041579856494889,0.292077203928883,0.0154062787817031
0.5,2500,0.619696342351415,0.487777130485181,0.0166830762486738,0.64019654466832,0.0804721421020442,0.509197554442993,0.0409239212998045,0.302567195221688,0.0152576980250826
0.5,2500,0.589660145545623,0.488318948113679,0.0152833892051648,0.457360517218316,0.0518131023430926,0.435663109418683,0.0289247984770313,0.286035867367907,0.0149308032856129
0.5,2500,0.608704951920792,0.50058186036408,0.015344075392195,0.422220665341986,0.0476689938853437,0.484149624556807,0.0360527446382579,0.290091185323004,0.0160456511587512
0.5,2500,0.587547682103629,0.506391968025859,0.0145497291585812,0.457075634919351,0.0503069972655829,0.523389847571898,0.0439225180807745,0.299373975987084,0.0156390602119565
0.5,2500,0.590359448825512,0.518302469160688,0.0159605094702847,0.494244141019349,0.0552106236917469,0.528656107197557,0.0375575414353155,0.32160088993348,0.0153314202673992
0.5,2500,0.6266087474254,0.507884700720089,0.015305763362226,0.476936822497761,0.0528173775257392,0.546902596209891,0.0425214221297596,0.327049189822115,0.0163128648109899
0.5,2500,0.611998654847785,0.508304338832276,0.0154309370216742,0.612740458875414,0.0712414981043211,0.520621071034967,0.0352963026025723,0.323878809575063,0.016231824213363
0.5,2500,0.606886925901908,0.498587147424921,0.0153462465928946,0.547182134652778,0.0635297239534582,0.485677980597387,0.0336310006490643,0.301869681764637,0.0155077540377941
0.5,2500,0.579685591885695,0.532189997862555,0.0161949735954962,0.609456950208429,0.0831675629157416,0.546805839198591,0.0468218480791792,0.300923259338035,0.0157685060522477
0.5,2500,0.589545101431216,0.504184570083928,0.014735176245541,0.557580572809445,0.0656540273585177,0.461034794303405,0.0321386326013571,0.295198921152117,0.0161046678549296
0.5,2500,0.590521210387394,0.492340330628749,0.0147563924867706,0.455428849957354,0.0534114477597981,0.505594811969553,0.0424277458896773,0.294067684452268,0.0154216189700987
0.5,2500,0.589481915757107,0.524230716106602,0.0160597892146409,0.439033341509332,0.0445764363197551,0.521606024658762,0.0494010468725947,0.296636943291835,0.0159879075955752
0.5,2500,0.574739464502314,0.505995936065901,0.0150280778320794,0.530471336365251,0.0585810568987486,0.620495267828585,0.0696902499487891,0.296354758642006,0.0152849765171003
0.5,2500,0.585418634466982,0.484690626001264,0.0144282065593586,0.445026447103694,0.0558178794511377,0.466930687358763,0.0396033024904463,0.273228008127041,0.0153574111991223
0.5,2500,0.567241635974662,0.520760586530539,0.0154803080172185,0.460281845924377,0.0513787994140852,0.506491661701863,0.0416249555958969,0.296301261334042,0.0158299096463833
0.5,2500,0.581079801644768,0.509359256325172,0.0150914994169518,0.557938003831029,0.0612169559179866,0.54644048048069,0.0449365648156341,0.314816992148076,0.0155240189664803
0.5,2500,0.604949478935917,0.499359297750228,0.0147307053052114,0.503860491074752,0.0610098336468519,0.474987999328185,0.0341679594328226,0.302526111233721,0.0150764545029981
0.5,2500,0.58987781367645,0.515836020794715,0.0158673534794977,0.537713382244503,0.0620415487032678,0.459073626887649,0.0316836557664653,0.308387048455672,0.0161636900850685
0.5,2500,0.576156239640998,0.50054413331816,0.0154782373408292,0.460158134378732,0.0583287260281664,0.485204158360577,0.0417663042783629,0.279751239100124,0.0162382569078904
0.5,2500,0.599892988398878,0.485122434630834,0.0143610895280756,0.444434205377293,0.0465737683312446,0.455504096873556,0.0374629269251112,0.281972625408709,0.0143941291865078
0.5,2500,0.581706658705065,0.482551986629904,0.0144953392011744,0.466012009313162,0.0558523877590692,0.485048164402597,0.0453676849853999,0.271726763070535,0.0152952390292539
0.5,2500,0.610862851018056,0.497619232305395,0.0147598937676933,0.513373659640751,0.0630738220206109,0.539241848341161,0.0451714420718455,0.30061560221439,0.0145443296214079
0.5,2500,0.593106086832974,0.510962546337428,0.0166487767393307,0.544990839621303,0.0671340743988943,0.52450114758207,0.0468895099187422,0.297009679607116,0.0171509414777513
0.5,2500,0.614655996712959,0.509213611006699,0.0148753883984882,0.505217543486295,0.0565509199045889,0.464444147991532,0.0328507573742539,0.299382163592995,0.0159760509904323
0.5,2500,0.576094412559106,0.504523706423985,0.0156218151109947,0.485136939159743,0.0542812610617943,0.485606415602116,0.0411944721075787,0.282600857909964,0.0152023777048098
0.5,2500,0.574378652668584,0.483832173366083,0.0142850616955163,0.396682306385475,0.0416515615507976,0.474577121673723,0.0436964508008106,0.268083257798982,0.0154381062120604
0.5,2500,0.610351157112185,0.515631977689203,0.0153762974211011,0.532483434621532,0.0657824451753432,0.566308738737228,0.0504075252430307,0.322630626055484,0.016251458899321
0.5,2500,0.585890298670448,0.518762590856268,0.0156389941943124,0.491615791037918,0.0536818874308645,0.494543990998787,0.039271179119864,0.296382818388811,0.0163772436442434
0.5,2500,0.59973512750962,0.508949174261513,0.0151180782953275,0.382960444769069,0.0453435924295171,0.6092126306728,0.0616873624048159,0.310056971408677,0.0151786159333094
0.5,2500,0.603676074060172,0.518000597269182,0.0162904613954765,0.499175120668024,0.0572305839026801,0.46935337684538,0.0352046708536197,0.302851792690007,0.0170183220099276
0.5,2500,0.630753278520525,0.492347438448475,0.0151746041643092,0.48202350807178,0.0578984992806329,0.501326754576209,0.0356829015761481,0.324046529108736,0.0158469134520239
0.5,2500,0.572381913789106,0.509566624942752,0.0147728440902634,0.533214340871297,0.0559306281766549,0.452985405768094,0.0366343721126883,0.284333082053352,0.0155957024435938
0.5,2500,0.576843851655016,0.514553268707768,0.015677250375732,0.532668355228494,0.0549701177469698,0.519400718207308,0.0440096207611042,0.291601610462412,0.0159511084442309
