"true_ci","error_var","gs_lambda","gs_ci","se_gs_ci","cc_ci","se_cc_ci","mb_ci","se_mb_ci","nv_ci","se_nv_ci"
0.5,3,0.400997008997009,0.496511453138108,0.0249459695945274,0.544428099305853,0.0943603089172258,0.506430909585018,0.108644887485156,0.21720319699472,0.0233147165409087
0.5,3,0.403034071034071,0.497391293034417,0.0248799872742814,0.491161428647472,0.077996380293343,0.631638008521766,0.192445509372695,0.191764833036874,0.0238015714218282
0.5,3,0.360335892335892,0.532313734470065,0.0253973111256627,0.442981740500099,0.0999186809733041,0.537563693631928,0.123255235277448,0.205464710612409,0.0252028993296571
0.5,3,0.414552006552007,0.519963836904852,0.0237450903342074,0.497179948490153,0.0929552815044939,0.398494969333489,0.0694918460872371,0.212939452182655,0.0253078159046888
0.5,3,0.435106047106047,0.506332906577411,0.0229255409341574,0.469046233610245,0.0813947658337576,0.661900548797593,0.158043228625058,0.226173927416663,0.0271833627299603
0.5,3,0.397758193758194,0.492987304373841,0.0241038160463781,0.467173796929403,0.0818367284931334,0.637069107199784,0.194773100956419,0.204743925724737,0.0241354169564792
0.5,3,0.430658566658567,0.510871189234208,0.0259577119092961,0.48742284492993,0.0697233040998138,0.626068804228344,0.154187472869287,0.22880875988593,0.0235212656076093
0.5,3,0.374388506388506,0.557845602148199,0.0244450232968518,0.672282234614106,0.123335530243966,0.469743005173735,0.0874901392114596,0.214985491134885,0.0238270201008578
0.5,3,0.414777102777103,0.491533243794845,0.0229642533523639,0.502266635230548,0.0956307526054021,0.451631401743124,0.0777052525306301,0.204767038057915,0.0225065605728389
0.5,3,0.411194787194787,0.485718628860142,0.0253911876231691,0.423591799039174,0.0792312476534623,0.660873482001048,0.167736053967507,0.225587057967335,0.025446179355724
0.5,3,0.439203019203019,0.5614592319984,0.0296238546493123,0.536596485168989,0.114050509658273,0.592199423255552,0.114876396999204,0.253363597810824,0.0279041299630261
0.5,3,0.424702996702997,0.492618751313272,0.0249841665369637,0.439248250978324,0.0863226560170687,0.299014903384796,0.0514817350607335,0.174279924852607,0.0244313785391424
0.5,3,0.402155202155202,0.483571666344442,0.0232661497382924,0.63023210967454,0.122896815375781,0.609381014634625,0.156783930444859,0.20786550969831,0.0254948002744088
0.5,3,0.369544053544054,0.494646434160096,0.0235385458837275,0.346325676748976,0.0651622960347818,0.471396336603717,0.114667239281645,0.176352450245535,0.02303514113874
0.5,3,0.375590931590932,0.473372763388611,0.0260452151424972,0.361202145098532,0.079645322308176,0.40788707945809,0.0999398718689912,0.164268363973769,0.0229476939415824
0.5,3,0.419427575427575,0.496131417504664,0.0243197082347696,0.607139244871716,0.114577272456548,0.446524710261051,0.0847774185037828,0.196708072028856,0.0242399269449079
0.5,3,0.368003324003324,0.528935870149603,0.0249044749097916,0.66353074444271,0.141161477247174,0.440655672422601,0.0982736812286694,0.179553689911856,0.0251911163557187
0.5,3,0.420704124704125,0.520635327962727,0.0249167957963343,0.452121263768689,0.083905824841297,0.353254705370527,0.0729347618512691,0.166168887978723,0.0238278083155149
0.5,3,0.391394143394143,0.508600563101262,0.0222866235374476,0.348714637714127,0.0631780046980177,0.597388853270615,0.167121173964871,0.196193824690145,0.0245512920013282
0.5,3,0.387849051849052,0.510577554901221,0.0239399856050675,0.572897982599081,0.116887575143923,0.380805729990703,0.0672959747237935,0.200893970409345,0.0259628270873069
0.5,3,0.319045807045807,0.502033485073612,0.0256055373362021,0.665681355266184,0.153236034346941,0.791726756626864,0.396814463899488,0.145779576027066,0.023710859575197
0.5,3,0.414573654573655,0.51550068140617,0.0250647843142992,0.499439636230855,0.089060149102693,0.407648665660324,0.0735287369527306,0.215862707665208,0.0252204108346677
0.5,3,0.412286812286812,0.479851350081235,0.0231783399319152,0.506811038386633,0.107619379880353,0.56043291620448,0.160162533729765,0.193546023205569,0.0242415913052523
0.5,3,0.388348756348756,0.522566138627829,0.0259654984243679,0.635308474057095,0.101791278724455,0.499710001959441,0.101627436073792,0.207643689642664,0.0258532097289535
0.5,3,0.42809762009762,0.495855487761873,0.0245467829720992,0.538265628121909,0.0788438562113333,0.590904135310915,0.132350317077266,0.232596525704158,0.0252633299592454
0.5,3,0.377064041064041,0.451645942561121,0.0230850033785322,0.647519847358151,0.114105995557684,0.383971147807554,0.0815192702585278,0.172838915459411,0.0226784193033341
0.5,3,0.408072756072756,0.489114816929028,0.0221749014950086,0.27790988340132,0.0549446875436854,0.710864333701948,0.280793378372636,0.174551276197595,0.0226262450253614
0.5,3,0.350946938946939,0.479762231622402,0.0221265929919365,0.580826033478225,0.103227677305075,1.01782254565798,0.590367109322474,0.170030018629727,0.0223833819182093
0.5,3,0.483320679320679,0.490916658614006,0.0250736586627051,0.431889212086134,0.0880865166023189,0.507407772335399,0.079435463548227,0.253680150052956,0.0242695421132569
0.5,3,0.421079461079461,0.49255662226483,0.0256765510907082,0.463309842911866,0.0911805643266138,0.431644428278967,0.0687226538081907,0.224408611190811,0.0271028156685433
0.5,3,0.411690195690196,0.513091300101964,0.0251914056159242,0.46738344999305,0.0890983863180446,0.567299707760324,0.132536056010327,0.210262617295798,0.0238477681326784
0.5,3,0.37024195024195,0.502903112164022,0.0236547102286394,0.571945724788425,0.119590703687516,0.463665722401343,0.0999849162766696,0.19406976722838,0.0233937263857837
0.5,3,0.404848184848185,0.499183037682047,0.0230593015924154,0.555949179694208,0.125647930202139,0.55922718333752,0.178039905378676,0.170696982582931,0.0231632299531167
0.5,3,0.409077829077829,0.534837126941599,0.0255555342550519,0.625502447418702,0.108625632587054,0.527782728241869,0.118509436015812,0.219271331332438,0.0267769612423967
0.5,3,0.398441726441726,0.50057940841224,0.0233326721345446,0.495593085745724,0.0950184353631453,0.931669741866799,0.40310191592444,0.200937090170115,0.0263389714842341
0.5,3,0.420958356958357,0.529990625667594,0.0255016139326383,0.520353115696269,0.0843277704968146,0.423313874787162,0.0755233346813571,0.215393071859627,0.0259452202006843
0.5,3,0.378141378141378,0.499814984943665,0.0210791815326529,0.54158382950603,0.0918447402350121,0.73090293441861,0.293505113853371,0.179008817494429,0.0217368644611721
0.5,3,0.386746022746023,0.513664991910318,0.023592818544701,0.64990863103105,0.130448659781411,0.506355078595412,0.10350398015155,0.209796581625382,0.0239255709398892
0.5,3,0.399942075942076,0.49214716431015,0.022410965108146,0.504605999468962,0.0985237831724661,0.588109674390807,0.134059816015095,0.215932708468126,0.0252612815022877
0.5,3,0.388917988917989,0.455732346337022,0.0224043573719966,0.471045372945425,0.0791890344145072,0.365546301938857,0.0679526389618818,0.183248721170083,0.023015829988332
0.5,3,0.398056886056886,0.486025036138337,0.0234851225909721,0.488896048312903,0.10364268575659,0.406028499203996,0.0771465518165853,0.196984141809972,0.0249678595363105
0.5,3,0.423454467454467,0.504076963095078,0.0237356740586789,0.462401907052668,0.0994087989598898,0.544592430106851,0.113707826526818,0.213326177421416,0.0232985432368638
0.5,3,0.38407728007728,0.53223154342842,0.026620914755539,0.405055837342369,0.0610587069775043,0.617497697648864,0.172567176510659,0.211942502533445,0.0260726980003773
0.5,3,0.396817332817333,0.429920691205688,0.0220057243865998,0.321099723467453,0.057133341928073,0.372923839372703,0.0750618886882683,0.164845792679253,0.0219370688674363
0.5,3,0.455980991980992,0.532711746039453,0.0235969875473453,0.422768905540938,0.0718391168139866,0.750379757623896,0.209993280787471,0.26435659383969,0.0252649615385272
0.5,3,0.403237507237507,0.510115644787507,0.0253707849731124,0.587795907156373,0.131782200876634,0.403505984063781,0.0789494077059368,0.193023754336919,0.0225067985484016
0.5,3,0.385220377220377,0.483487028308388,0.0223140820881258,0.621764114280369,0.130407629551135,0.661185976097527,0.300404895431256,0.15172705518861,0.0242350842026917
0.5,3,0.426477798477798,0.478193101767032,0.0245664030065824,0.491157584362976,0.094310430529341,0.458652339407934,0.114679856141049,0.195524347546795,0.0257341352272538
0.5,3,0.415739971739972,0.497405535405392,0.0263799330200579,0.480290926643146,0.100458856207003,0.560819121493826,0.128959141234352,0.231135499162149,0.0261761272563498
0.5,3,0.421866901866902,0.478419185175403,0.0210835629334671,0.54734988944753,0.113641961306223,0.557899679780334,0.13569471697755,0.219502979522801,0.0229976010025764
0.5,3,0.398778134778135,0.565898636508543,0.0267361157616388,0.643934411875168,0.129216192320056,0.50956826834353,0.0963806171179151,0.217657996171379,0.0293296960619709
0.5,3,0.33186613986614,0.515706677395014,0.0253482858197323,0.743550152569437,0.145404862552269,0.467150212727352,0.0989833091372621,0.184620440910958,0.0246099376848822
0.5,3,0.392599016599017,0.495076731856037,0.0253530277629636,0.495775449000311,0.0896324193499677,0.370975471559191,0.0824033079865374,0.155390807250641,0.0222214749656663
0.5,3,0.425296193296193,0.534388760790593,0.0281114302420518,0.477173599398314,0.084724979610071,0.679037411768397,0.189576943520795,0.21713958031954,0.0245821618105973
0.5,3,0.390204438204438,0.530268840305147,0.0251772238330063,0.662174122674108,0.119777248309857,0.488689119172993,0.102043649740998,0.20867344190184,0.0239766247683404
0.5,3,0.39561143961144,0.506522278223084,0.0238824774565096,0.401354589603163,0.0759467677405499,0.576226772091044,0.11935301898873,0.225953334403293,0.0226685926155352
0.5,3,0.417047145047145,0.503821928427446,0.0220926231483863,0.433690074619375,0.0789837120935655,0.53671452704935,0.0897294461430919,0.245896043914949,0.0225590213702504
0.5,3,0.405570981570982,0.477635015590382,0.0241546034974925,0.492614234720584,0.0924430448175732,0.439646783317627,0.0888677470591937,0.182960143164244,0.0237004580001984
0.5,3,0.390169686169686,0.504214511620687,0.0236633817623954,0.481117422626611,0.0712220015089819,0.441080206636349,0.0963628169328645,0.191303426382423,0.026567938577821
0.5,3,0.398595506595507,0.512533839677224,0.024289895350387,0.470414217106913,0.0905855662042252,0.465186750118038,0.0875669745889356,0.218303616328751,0.0238690314225292
0.5,3,0.359591327591328,0.512467202690275,0.0260294144667632,0.719517662393262,0.140116288422902,0.685503981454001,0.226176823217063,0.189345091098222,0.0242705582932008
0.5,3,0.350815550815551,0.54391508250287,0.027920392741136,0.590693146156781,0.125576331365685,0.907269195766719,0.44346028040909,0.201476631544606,0.0263304706688758
0.5,3,0.395353691353691,0.549761808031262,0.025141779295487,0.47214978973068,0.0842740157179877,0.433970513447185,0.0820918029337035,0.218468424668523,0.0256920898971442
0.5,3,0.400319116319116,0.524449462848261,0.0253557549471964,0.51940442317103,0.0697847596271495,0.73456677293146,0.227904296431097,0.223880868017401,0.0264826243064874
0.5,3,0.407881211881212,0.517447770141112,0.0233016267054946,0.610566117742268,0.105500223444461,0.614555935000993,0.160091374794339,0.219208791611502,0.0228978259353099
0.5,3,0.368146292146292,0.512741581423048,0.0216336972551754,0.477888417655347,0.0761335000118332,0.619036176790221,0.170230825510697,0.2154898169973,0.0237792123281883
0.5,3,0.356411324411324,0.504573103398313,0.0246277373840233,0.490584566255954,0.0972457516583846,0.707548046547796,0.291360072861614,0.177363051431876,0.0242065132543174
0.5,3,0.379966087966088,0.506023415444117,0.0248361941514933,0.442060449601829,0.0797050433863194,0.693365965348244,0.22149465506261,0.190171105172725,0.0232511813533335
0.5,3,0.402291594291594,0.49464565055501,0.0224575872681808,0.355575249971531,0.0680853687495446,0.362977518458082,0.068855250448941,0.183235758246709,0.0241095163805107
0.5,3,0.402025278025278,0.525214616196469,0.0225977277289607,0.469032129662064,0.0683676182408995,0.620069490673933,0.177823211918459,0.198683660817842,0.0231287822103697
0.5,3,0.425408633408633,0.482700168731442,0.0210776416538357,0.443973883030497,0.0831361344233652,0.462803768453933,0.0869735403315519,0.204804131514521,0.0236659790745089
0.5,3,0.384925176925177,0.474837114943751,0.0216585398867454,0.440319659525734,0.0901658989738777,0.441362664596579,0.110633602436456,0.164884457979892,0.0217814836121468
0.5,3,0.418435258435258,0.5020616600834,0.0254219874419043,0.446975561391526,0.068105384113282,0.483823524745554,0.0969686623950642,0.223542996419468,0.0237019974981547
0.5,3,0.399166623166623,0.452122946616075,0.0219338118630083,0.633303150562029,0.125469275371547,0.831724601630075,0.350554913961247,0.18835766394086,0.0211881298386318
0.5,3,0.396611808611809,0.495362579450071,0.0239295146110811,0.642469297554041,0.112307065722378,0.480820014094438,0.1264967304576,0.178813102726598,0.024528370130639
0.5,3,0.390221526221526,0.497205249901964,0.0239794641859509,0.377942402451996,0.0666108400540164,0.500390339772883,0.143800608162734,0.167899603085397,0.0261173895714598
0.5,3,0.396260436260436,0.509565212579754,0.0247691222237693,0.514820260927122,0.0930274370793108,0.571053550703748,0.146330059081913,0.193903900182476,0.0248685386970392
