"true_ci","diff_mult","gs_lambda","gs_ci","se_gs_ci","cc_ci","se_cc_ci","mb_ci","se_mb_ci","nv_ci","se_nv_ci","corr_disadv_error"
0.5,1,-0.00713350313350313,0.496511453138108,0.0249459695945274,0.544428099305853,0.0781364044809191,0.478517177510763,1.75655439667009,0.0210110264313048,0.0244180873788589,NA
0.5,1,0.0151576711576712,0.497391293034417,0.0248799872742814,0.491161428647472,0.0521118601823282,0.0775191610681451,0.241798529937023,-0.007221489203969,0.0226669616023959,NA
0.5,1,-0.0207120207120207,0.532313734470065,0.0253973111256627,0.442981740500099,0.0888411441761067,-0.236410012669775,7.83969686536024,0.00230421686456586,0.0255574565627826,NA
0.5,1,0.0303891303891304,0.519963836904852,0.0237450903342074,0.497179948490153,0.0727167284605783,0.081310309453472,0.133088837969073,0.0152966004962484,0.0242994072067546,NA
0.5,1,0.0444446844446845,0.506332906577411,0.0229255409341574,0.469046233610245,0.0734240608057398,1.60177980107427,61.2177784466142,0.027402667143622,0.0252949749367987,NA
0.5,1,0.00661878661878662,0.492987304373841,0.0241038160463781,0.467173796929403,0.0656324908154197,-0.199029998336019,0.546757800947001,0.0130408706322385,0.0220409136591177,NA
0.5,1,0.0589466269466269,0.510871189234208,0.0259577119092961,0.48742284492993,0.0663219104880112,-3.53781301796855,245.413403853526,0.0404477154664764,0.0227451216201134,NA
0.5,1,-0.0213739053739054,0.557845602148199,0.0244450232968518,0.672282234614106,0.109870534481236,-0.122997293138887,0.388459942242773,-0.0098837363602903,0.024379420087814,NA
0.5,1,0.036951348951349,0.491533243794845,0.0229642533523639,0.502266635230548,0.0876921962817685,0.278317782575651,0.542264888282854,0.0168668784552318,0.0228741586690265,NA
0.5,1,0.0251130611130611,0.485718628860142,0.0253911876231691,0.423591799039174,0.0645170249386122,-0.653843186557756,1.21673435473407,0.0429402965492136,0.0230942368043959,NA
0.5,1,0.0415341775341775,0.5614592319984,0.0296238546493123,0.536596485168989,0.111332067875563,0.326226351087414,0.429575949282279,0.0290993196902967,0.0281737041061052,NA
0.5,1,0.0307257187257187,0.492618751313272,0.0249841665369637,0.439248250978324,0.06065367300035,-0.117318566956601,0.128183398667638,-0.0264674628849243,0.0238930678996788,NA
0.5,1,-5.83680583680573e-05,0.483571666344442,0.0232661497382924,0.63023210967454,0.0884800007958644,-0.543732433367015,5.74895447408893,0.0161840185160256,0.0237667808508882,NA
0.5,1,-0.0231322191322191,0.494646434160096,0.0235385458837275,0.346325676748976,0.0537714026477972,-0.427565327875956,2.23779876384489,-0.0170597973714599,0.0240485633868834,NA
0.5,1,-0.0261317661317661,0.473372763388611,0.0260452151424972,0.361202145098532,0.0614316955311425,-6.88879468652696,351.888149397821,-0.0261220643271218,0.0234436162072933,NA
0.5,1,0.024010356010356,0.496131417504664,0.0243197082347696,0.607139244871716,0.0878603921579322,-0.0175325724424672,1.24130510004543,0.000440678734068933,0.0242028526752165,NA
0.5,1,-0.0126872526872527,0.528935870149603,0.0249044749097916,0.66353074444271,0.101474025269296,-2.00726889390001,440.597168359745,-0.0258005885453839,0.0242937937156785,NA
0.5,1,0.0266948186948187,0.520635327962727,0.0249167957963343,0.452121263768689,0.0699672848059175,-0.280177161976006,0.29846991899791,-0.0405718827046,0.0242322631181675,NA
0.5,1,0.0110821670821671,0.508600563101262,0.0222866235374476,0.348714637714127,0.0382421338164814,0.0501243761660177,2.90857788991407,-0.00098595890430792,0.023507338817871,NA
0.5,1,0.0115458475458475,0.510577554901221,0.0239399856050675,0.572897982599081,0.0964445962099685,0.0675422456995241,0.116775154325752,0.0146560441626312,0.0249435742521853,NA
0.5,1,-0.0900811140811141,0.502033485073612,0.0256055373362021,0.665681355266184,0.12291792529761,0.436380888549368,0.329904498962473,-0.0566560053694428,0.0245946923075366,NA
0.5,1,0.00844284844284845,0.51550068140617,0.0250647843142992,0.499439636230855,0.08098825704043,0.0419874618741561,0.148707233177651,0.00674574645844207,0.0220611091453956,NA
0.5,1,0.0197162357162357,0.479851350081235,0.0231783399319152,0.506811038386633,0.0775379866151539,-0.0622107071189869,0.211707731812013,0.00730984220402223,0.0232049291959461,NA
0.5,1,-0.0182901302901303,0.522566138627829,0.0259654984243679,0.635308474057095,0.0671669688099096,3.50069376819693,2326.59212631736,-0.000757614091017453,0.0235743051226213,NA
0.5,1,0.0352357072357072,0.495855487761873,0.0245467829720992,0.538265628121909,0.0766081815320066,-0.830882578686507,2.63649104180907,0.0370934271662822,0.0244317956846393,NA
0.5,1,-0.0281093201093201,0.451645942561121,0.0230850033785322,0.647519847358151,0.0967063626028397,-2.03715507559999,161.175768175719,-0.00806274765815421,0.0227924289575658,NA
0.5,1,0.032008988008988,0.489114816929028,0.0221749014950086,0.27790988340132,0.0549012440353514,0.129716836412686,0.207596205175058,-0.0157066543898243,0.0227975962420992,NA
0.5,1,-0.0377268857268857,0.479762231622402,0.0221265929919365,0.580826033478225,0.0746319652829972,0.0869249738050131,0.122699213379513,-0.0156708365803254,0.0219650404138257,NA
0.5,1,0.100780756780757,0.490916658614006,0.0250736586627051,0.431889212086134,0.0564226916875011,0.656905654649767,0.6351235007084,0.068074823431185,0.0242773333122501,NA
0.5,1,0.0316938556938557,0.49255662226483,0.0256765510907082,0.463309842911866,0.0823747020052874,0.225404629571364,0.181867281088424,0.0367268345466979,0.0248637243069953,NA
0.5,1,0.0128857808857809,0.513091300101964,0.0251914056159242,0.46738344999305,0.0520676685302149,-0.0735389935049283,0.402877384184373,0.00497229604183027,0.0237035689201893,NA
0.5,1,-0.0495461535461536,0.502903112164022,0.0236547102286394,0.571945724788425,0.0850806603310229,0.207208953856424,0.304889989415735,-0.0198627114109258,0.0218546023665948,NA
0.5,1,0.0141233901233901,0.499183037682047,0.0230593015924154,0.555949179694208,0.0852804782834191,0.232856748182807,0.279205672790269,-0.026256091059072,0.024817882099656,NA
0.5,1,0.0279378999378999,0.534837126941599,0.0255555342550519,0.625502447418702,0.0985854035087986,-3.23706866422434,63.6241089899996,0.0195085998357031,0.0277237116184671,NA
