"true_ci","gr1_ci","gr1_gs_ci","gr1_se_gs_ci","gr1_mb_ci","gr1_se_mb_ci","gr1_nv_ci","gr1_se_nv_ci","gr2_ci","gr2_gs_ci","gr2_se_gs_ci","gr2_mb_ci","gr2_se_mb_ci","gr2_nv_ci","gr2_se_nv_ci","less_error_var","more_error_var","gs_ci","se_gs_ci","mb_ci","se_mb_ci","nv_ci","se_nv_ci"
-0.5,-0.625,-0.533703580908608,0.0292034171319752,-0.546090623698547,0.0499523648999208,-0.439639259908616,0.0295210462211693,-0.5,-0.496916469777152,0.0234272107417864,-0.493439487490402,0.0409802123902176,-0.401981243601969,0.0243944292210913,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.586844959797476,0.0304259113174765,-0.582156244648171,0.0596952640567838,-0.48423539955372,0.0310353992672826,-0.5,-0.532053260430756,0.0236511286035838,-0.482674319933605,0.0404038636702632,-0.419286103722229,0.0250240438289892,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.613920473281594,0.0351128117496968,-0.525380134631459,0.0492415849972277,-0.487360935248221,0.0350736331960429,-0.5,-0.474760503897891,0.0233793618832102,-0.509383866069634,0.0444638309116832,-0.395815147513709,0.0240958112980739,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.647594035148169,0.0365702589267192,-0.809671101058545,0.134424640844865,-0.525636412519494,0.036679073081914,-0.5,-0.507260237267403,0.0231520415957772,-0.559798911655675,0.082617361155337,-0.392482863860752,0.0243640190104985,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.70966370928811,0.0377558519974531,-0.70187135803264,0.0614778797696011,-0.598916109432889,0.038471202224719,-0.5,-0.505831636022907,0.023592523645145,-0.553468811627397,0.0555600649458246,-0.396389104842727,0.0246762348209265,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.63342649995151,0.0329657890850675,-0.623018165939126,0.0553450402721642,-0.535920968780546,0.0336259080938772,-0.5,-0.497594697633135,0.0217884019001604,-0.461820532702148,0.0357141417170827,-0.418089788567944,0.0229441548607038,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.677577282759466,0.0363556177591324,-0.689260336233816,0.0641630163964933,-0.557452899937381,0.0368978899942111,-0.5,-0.561628264437742,0.0267014596311101,-0.555813503209596,0.0493490093544365,-0.468759991223991,0.0276925478658564,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.622800061974017,0.0307989682478986,-0.59469996193144,0.0674364289722843,-0.503602379660389,0.0317621890532706,-0.5,-0.472288491310982,0.0231400192323924,-0.508645922400981,0.0533786400992102,-0.385179875708667,0.0239113171533498,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.674942105045383,0.035124143205568,-0.618271545206502,0.0791075393989089,-0.507193125115485,0.0357153389537334,-0.5,-0.478386429600998,0.0222247195361353,-0.451493830479119,0.0428720488217441,-0.32719874903483,0.0234139366534288,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.558884966778756,0.0300743299596447,-0.490480020666662,0.0434251366515749,-0.442397176174251,0.0304401825726105,-0.5,-0.444755254917387,0.0204070536113131,-0.417300352702782,0.0395030764250147,-0.357494477117487,0.0214152759441233,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.602632968726415,0.0303725215261296,-0.695862746852804,0.0663616115260854,-0.516972315591951,0.0311220425317908,-0.5,-0.451541506979628,0.0210388580900715,-0.436357992185295,0.0426503893168085,-0.346378549607481,0.0220876572887784,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.586252174594272,0.0346199841815367,-0.60519766048156,0.0552245348116827,-0.50232652954598,0.0346073616395065,-0.5,-0.4867448571252,0.0238275240338744,-0.486781578499633,0.0475853874617552,-0.36720244805015,0.0246944574617126,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.730448902167368,0.0389401204432063,-0.726672169451673,0.0748073065558086,-0.594173895784011,0.0396596806143907,-0.5,-0.510516242417829,0.0255334032352135,-0.491201246123221,0.0761971510490726,-0.382504590292767,0.0262933409740547,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.610573810459921,0.0330975139543343,-0.602703216319255,0.0724542007018898,-0.48357172812538,0.0334185383182933,-0.5,-0.506431007421824,0.0242009044948216,-0.531625872693279,0.044231771104929,-0.420388402794836,0.0250752891550777,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.672422291859905,0.0360506970909403,-0.661880016434028,0.061767974586489,-0.515936845505798,0.0364288729456116,-0.5,-0.463451151780485,0.0223064681974065,-0.42897270328256,0.0354060386329211,-0.367625721684486,0.0231831508171068,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.584002815408023,0.0306234834896839,-0.559041020060256,0.0565755565675271,-0.461869553166536,0.0311461938832878,-0.5,-0.49358191676275,0.0245537102662327,-0.512258237605263,0.052521811494753,-0.370283169998473,0.0253426940569353,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.657814405215139,0.0339579743562968,-0.719620169527717,0.0809321180067789,-0.531353620683398,0.0347135325906948,-0.5,-0.479377748155557,0.0242072600367765,-0.482321635262282,0.0535662219609637,-0.358598690579707,0.0249250072785915,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.625192898096911,0.0313225924143074,-0.573459767200115,0.0535808330547493,-0.514011472123452,0.032202142228283,-0.5,-0.547781033733906,0.0293536461628392,-0.515674778214938,0.0434143322461952,-0.448539635659143,0.029766176229794,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.634167249653847,0.0357705143800101,-0.642759636254561,0.08215211877024,-0.491802073640365,0.0357470250963395,-0.5,-0.539651853502769,0.0277221694826989,-0.519988251479176,0.0436666752389471,-0.440749759681577,0.0283372338947363,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.633824899174071,0.0311790548632973,-0.594886414917839,0.0528655232711019,-0.534507987813406,0.0321642097693645,-0.5,-0.462029569766707,0.0231443438151041,-0.472929753691268,0.0407002478253138,-0.397187209097983,0.0237348284887523,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.701320559943118,0.0383428019876223,-0.679907049714858,0.0664294671717285,-0.533048208586009,0.0385433612684894,-0.5,-0.500855716111052,0.0215854633862864,-0.481480614620373,0.0408936877194341,-0.390696813425996,0.0230450490983309,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.593870111671736,0.0349847033045726,-0.591596104171543,0.0536028768598431,-0.494678682698861,0.0349132514659033,-0.5,-0.523636636732372,0.0260699650217057,-0.53149694945174,0.043848688674245,-0.427364933734674,0.0268185785754052,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.69426377790913,0.0373886425145423,-0.740047048577817,0.0745943451588264,-0.580574589109031,0.0379658256505142,-0.5,-0.527534409825323,0.0246505098770613,-0.552367907725947,0.055729564379831,-0.410117233393942,0.025773185037151,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.554289788089522,0.0295951215314911,-0.661448881221504,0.0742197351655325,-0.452537236677173,0.0300255050371156,-0.5,-0.474423836269545,0.0236147947053561,-0.472581940992175,0.0425053300464205,-0.353931545147097,0.02440535004938,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.644515516052245,0.0351190083920307,-0.640385781986055,0.0525036257213194,-0.57324521534702,0.0355391675652856,-0.5,-0.510927144985356,0.0232058012259946,-0.484982972265137,0.0415281443335496,-0.361528164723338,0.0245410655036054,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.587744982184484,0.0319979350550614,-0.576146154836849,0.0526627626102562,-0.461599711428787,0.0322745470588689,-0.5,-0.517010771210343,0.0241982557247225,-0.464359937708589,0.0385949082985897,-0.433245907956857,0.0251519715375349,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.59187121318099,0.0297979414310705,-0.563401520045696,0.0492567954319176,-0.451492219458299,0.0305647164224524,-0.5,-0.477575334771398,0.0237539954089295,-0.515040746491148,0.0470312016514177,-0.403898947428701,0.0244113719660657,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.682710485514277,0.0357127540350023,-0.693281377689461,0.0684377510734787,-0.548617884999273,0.0364243348399316,-0.5,-0.497409218357068,0.0249816754441562,-0.544657061449982,0.0701967161816645,-0.400782262821909,0.0256848410988907,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.605481486289563,0.0318840644037866,-0.651492204584176,0.082957120111432,-0.457435423565483,0.0323221109151291,-0.5,-0.514866854808131,0.0239767498690168,-0.482060070990643,0.0388374439645538,-0.416822306637473,0.0250273923596778,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.593903192343725,0.0293525737588167,-0.538149100712556,0.0534323729137358,-0.443370921800094,0.0302359489948582,-0.5,-0.456607892626816,0.023542568522947,-0.480729254443153,0.0419481791960225,-0.375222643287873,0.0241146190172754,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.601462519833822,0.0346366034640854,-0.665549271016489,0.0705400997766114,-0.512640278203221,0.0347309091963753,-0.5,-0.487121404021709,0.0252345046803746,-0.439434413614982,0.0449421896620274,-0.3414874428114,0.0257954378866322,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.678888136438295,0.0379046599573798,-0.717493299978938,0.0703158080870548,-0.599302369373574,0.0382679025264905,-0.5,-0.467613675311571,0.0217170282314229,-0.504264721267293,0.0436089630926514,-0.37117862132913,0.0227394996998884,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.597699355828725,0.0328082263550768,-0.615364141429849,0.0619951704707803,-0.468740711302096,0.0330254784525138,-0.5,-0.462947773999623,0.0218062543416098,-0.455265416092811,0.0416940440103247,-0.382199953481743,0.0226851885800901,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.620321999687167,0.0336331109865767,-0.568375111632473,0.0536073190144652,-0.456079735718916,0.0337703304709482,-0.5,-0.461586694664089,0.0246349301499766,-0.512948476960047,0.0732936744651301,-0.381273189671992,0.0250825682238043,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.633858538179996,0.0357400223414016,-0.735283504934961,0.0721121103840966,-0.515081917234168,0.0358579663519346,-0.5,-0.491674372366572,0.0215808958989278,-0.467689626845742,0.0392731009671208,-0.361104259671904,0.0230389156019236,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.588550253329793,0.0336380783926499,-0.661981440871679,0.0620228187898876,-0.500665926774662,0.0337672583591418,-0.5,-0.528804495434863,0.0234586877231382,-0.494521396017814,0.0525912001174951,-0.412765196789406,0.0248525516171618,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.567816262426898,0.0304079134741362,-0.576742153729844,0.0552598582020428,-0.468990350968113,0.0308316240737099,-0.5,-0.495462761972779,0.024169606528157,-0.55317925269263,0.0456833087658772,-0.429426552824419,0.0248513001424647,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.644261718590184,0.0353988968316794,-0.587849566172354,0.057448401055986,-0.494447950231268,0.0355494180832888,-0.5,-0.46477002504354,0.0218851489231349,-0.472359831546273,0.0528249835319865,-0.343598751172894,0.0229456313297443,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.647919164446,0.0348981233293016,-0.808970275978835,0.099199167445869,-0.534573335760311,0.035362929731737,-0.5,-0.459449867408941,0.0216521336595826,-0.442205480236417,0.0370926781914181,-0.361422766546646,0.0226223428389136,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.563945973549827,0.0324105070644161,-0.536069192396743,0.051823224590808,-0.436135538364102,0.0323347555983223,-0.5,-0.464390435517207,0.0218783735100311,-0.512910099873523,0.0774491293347288,-0.400489601591979,0.0226385816239335,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.627144968729448,0.0327384068543421,-0.530299528947792,0.047169991974334,-0.495670515127941,0.0333314469756976,-0.5,-0.556878551078711,0.0260763472908212,-0.545873133627248,0.0461216425699866,-0.445689984284632,0.0272107068636813,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.645227580804524,0.0322249132882468,-0.627041873088911,0.053882101044119,-0.508016759933098,0.0331739798168637,-0.5,-0.468639246887485,0.023616432768973,-0.545897559360359,0.0543769274186125,-0.402720132111946,0.0241944509200656,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.62472659348567,0.0322711558154672,-0.623157129252237,0.0652428429168252,-0.512738484681001,0.0329601685211542,-0.5,-0.54454080763013,0.0263578387245239,-0.536834856708958,0.050792031125347,-0.404481345233508,0.0273259047742711,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.623070796667588,0.0356670317317311,-0.704291074590372,0.0818504308005343,-0.480374410564792,0.0355185059554756,-0.5,-0.464322367804259,0.023589564523803,-0.434453796015264,0.0411680355619528,-0.364739963104908,0.0242600688841274,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.63745585603684,0.0349791228343675,-0.66606738739761,0.0716347315972605,-0.547558807107614,0.0353559850273248,-0.5,-0.552498966242733,0.0286246223734191,-0.601185241771643,0.0602269642093569,-0.464180560380902,0.0291940113228381,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.56445559313909,0.0313995936692018,-0.537916744355316,0.0483666089217039,-0.453679877563573,0.0315942591076729,-0.5,-0.532592618602042,0.0266778241797675,-0.570256414303808,0.0515355533716863,-0.435127790509823,0.0274063365734123,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.652112826795374,0.035108540927754,-0.560768319665481,0.0515960919398507,-0.524574027990114,0.0355420538995361,-0.5,-0.550806593493678,0.0262079007808356,-0.543501084120154,0.0593486770873125,-0.422092299707784,0.0272821974203929,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.647974511685741,0.0367657639140569,-0.646049523351358,0.0659862278349893,-0.49985444222987,0.0366697523456851,-0.5,-0.537711092320694,0.0255406217124064,-0.452373850612284,0.0396675924026242,-0.396149436145511,0.0266202067956423,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.695029291984443,0.0339674573822201,-0.631191337041659,0.0579994388255768,-0.557886722217618,0.0352669664443411,-0.5,-0.570760170048892,0.0256150845512039,-0.541064330145594,0.0448473550497432,-0.456366984605836,0.0270264461459951,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.563779677186579,0.0300589572596588,-0.532889886888201,0.0552869837898934,-0.427486864336117,0.0304255429518992,-0.5,-0.503408152949761,0.0244800439888218,-0.482495888915049,0.0392499945911229,-0.427118743857674,0.0252355783984463,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.591925837936724,0.0349611236002969,-0.589130801100571,0.0531077958161565,-0.489811810854807,0.0348595181061331,-0.5,-0.535835398685614,0.02419158332106,-0.528580380072681,0.0475269331495272,-0.41917438652037,0.0255072782221675,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.624657958258933,0.0322520249988326,-0.597753231002377,0.0834384598248282,-0.431228353486168,0.0326408498197546,-0.5,-0.504521539632402,0.0255821002657344,-0.485562905504858,0.040827484671893,-0.408535987869522,0.0262428674097167,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.660192936365191,0.0340014116219372,-0.715380425974418,0.0797341055375081,-0.532570342553532,0.0347786723321881,-0.5,-0.453418318886738,0.0230989852473738,-0.461285656186892,0.0396765042920265,-0.382223549371289,0.0236732285126839,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.591503591856976,0.0320212210359208,-0.571195794416337,0.0492310028526878,-0.491892118213681,0.032404060406946,-0.5,-0.521315060619705,0.025000009066583,-0.515176658473186,0.0522263713660758,-0.448241519196412,0.0257991938413847,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.649138154209011,0.0353435695396452,-0.607244559101293,0.0522787320517958,-0.526757813708911,0.035709618294107,-0.5,-0.521208232092754,0.024593386563031,-0.513518793028548,0.0516890897681608,-0.427738991608981,0.0255698567484579,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.626090504759905,0.0371523349598342,-0.674046694636156,0.0619171943731876,-0.504216330331075,0.0368983079054939,-0.5,-0.4879378476739,0.0227890029611942,-0.463373170364628,0.0400333962221951,-0.401847930526155,0.0237416104272141,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.65584084884897,0.0347128502752028,-0.597561288325583,0.0578005060166894,-0.52853389314981,0.0352796527036374,-0.5,-0.46986922398979,0.0234060345291338,-0.46555385436897,0.0383554711112998,-0.378500415903315,0.0241305122451417,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.622459704832795,0.0357281812792466,-0.692401932911399,0.0679280521305352,-0.498933475959588,0.0356883572911761,-0.5,-0.500053274536138,0.0263518856544067,-0.467429489844722,0.0447391926277165,-0.388530234740053,0.0268472006476136,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.636532081581191,0.0326221993414311,-0.577916260016993,0.0559878518197569,-0.468313816844506,0.0332436350068658,-0.5,-0.55315143204158,0.0264065011252158,-0.62359915032734,0.0731748061654315,-0.45163831609892,0.0274005079845984,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.620521315786912,0.0335392108345704,-0.537810096471615,0.0541554243575771,-0.457764608645155,0.0337120933756033,-0.5,-0.540582287277589,0.0245247853779588,-0.525925792365097,0.0443865490952942,-0.436304493577618,0.0257657302360103,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.64568073852024,0.0342787634482076,-0.577655289419091,0.0561956106188816,-0.506802756815782,0.0347603431895629,-0.5,-0.48551377352697,0.0237545967158909,-0.529450291205201,0.0426190132823213,-0.405905915185623,0.0244985135046796,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.559394687653458,0.0308247316802458,-0.553419044910082,0.0497720954071793,-0.468418345626291,0.0311138462558105,-0.5,-0.473000256527667,0.0231352433493637,-0.492928089718459,0.046213758073926,-0.393810801880635,0.0238763827748378,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.583684965691089,0.033645560765211,-0.683060110312427,0.084602799765976,-0.494894322478628,0.0337293114642132,-0.5,-0.49216801202578,0.0248346294607877,-0.487211572869225,0.0408152544467931,-0.405202809187814,0.02549247693752,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.641696229687452,0.0355520369058241,-0.645483785156146,0.0739256269180174,-0.502184863168978,0.0356948588584458,-0.5,-0.499423443739404,0.0245415852220606,-0.491208754404809,0.0551200791848172,-0.381188093377439,0.0253873675217112,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.62656549741128,0.0318298016834534,-0.628572894010135,0.0558038128002436,-0.498111496235501,0.0326187848632529,-0.5,-0.469609849470766,0.0227330320785755,-0.461888369740015,0.0416468796763669,-0.385141003721781,0.0235367499271114,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.604175966632449,0.0347422831476892,-0.671792370201536,0.075283296190224,-0.535471829928227,0.0348946126346597,-0.5,-0.559352375786057,0.027152177996469,-0.552092657438172,0.0496046198815894,-0.443108843450385,0.0281040222558006,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.570492354447786,0.0289983794425286,-0.57559488812427,0.0488072340412178,-0.450859456583143,0.0296992440569687,-0.5,-0.489258004711341,0.0257622962143936,-0.482409583587058,0.0439321338248085,-0.375703539884625,0.026268092986323,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.639366730592067,0.0389196472122149,-0.752855610296394,0.102897977267241,-0.518175414242759,0.0384997483629533,-0.5,-0.455189008750848,0.0240354585645177,-0.415543116101004,0.0505270614562044,-0.346822451692065,0.0245637443549825,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.613969372185742,0.0361006224118146,-0.683483656684905,0.0686782277777389,-0.504248233636095,0.0359843893607648,-0.5,-0.470915419570659,0.0217681674340864,-0.483701707626929,0.0372345940293232,-0.386529930841592,0.022739682899096,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.721624272128437,0.0406659764472456,-0.75805617274646,0.0806148604411326,-0.557460060803291,0.0406647654899565,-0.5,-0.47129213104598,0.0245748816113821,-0.474690247536022,0.0498263568918168,-0.377190512991941,0.0251256756294482,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.533432791649158,0.0296589764319021,-0.474273958514462,0.0464414223729162,-0.42505367461817,0.0298716808969731,-0.5,-0.512819384243897,0.0270856601073511,-0.536226939530139,0.0474252733990831,-0.438593881427199,0.0275384065946865,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.637566008921483,0.0329963383124455,-0.618969805265645,0.0584583557350915,-0.540752413632324,0.0336958092681091,-0.5,-0.519257291234796,0.0241907253975809,-0.505183200531753,0.0392862779339773,-0.420502102312794,0.0252476235996285,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.590917580783059,0.0342741314502176,-0.675372696064611,0.092996433566021,-0.428035806030707,0.0338653594999813,-0.5,-0.497190308343499,0.02435874521926,-0.42540115294778,0.0372877253760267,-0.38653776183341,0.025205786896765,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.646061335508991,0.0372650143164501,-0.681027074954579,0.0655145636749568,-0.526024071796578,0.0372347497339316,-0.5,-0.518826795471837,0.0233187330427606,-0.521620301402289,0.0428084808345044,-0.424984851882882,0.0245082782122417,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.572858895303574,0.0309681417940436,-0.570412062245078,0.051601899608152,-0.475921019094491,0.0313485884337077,-0.5,-0.558895816656938,0.0260119984130697,-0.514903453812126,0.0441339491812697,-0.465412663581289,0.0271027299825862,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.756182224098008,0.0418994219970051,-0.807715800266721,0.0864903578568279,-0.61692324290507,0.0423661618769694,-0.5,-0.456772124776865,0.0221199106257863,-0.434386793520618,0.0371850242956159,-0.396781837122889,0.0227730521567715,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.61832194041658,0.0329351035872897,-0.631116671371913,0.0535165203452345,-0.489459171804974,0.0333794639545037,-0.5,-0.491272090974167,0.0227501258699792,-0.420472917335298,0.0377855012865056,-0.383469981504115,0.0238500997740338,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.624697488568688,0.033307579724884,-0.596898428724681,0.0564440778880618,-0.524858500188601,0.0338148054517241,-0.5,-0.488173959671909,0.0233632739710503,-0.49139106541661,0.0415081234244228,-0.395975901556396,0.0242512118452328,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.630869928136869,0.0352275183859486,-0.637902873324278,0.07586617231737,-0.488317277928931,0.0352773820692722,-0.5,-0.57193216462039,0.0292226852811904,-0.566304505683719,0.0479272735782833,-0.485097357531531,0.0298692330201405,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.52879319831039,0.0287754395424701,-0.511239908100901,0.0466111959050299,-0.437031857964811,0.029120764585329,-0.5,-0.526727615709382,0.0241131020850625,-0.621428593941595,0.0956783167924682,-0.43257028370758,0.025234077965037,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.613524423293562,0.0327962142028859,-0.639733185677524,0.0721943285717813,-0.479940310775019,0.0331924318578998,-0.5,-0.487944449981711,0.0249500291791583,-0.49121638482162,0.0435032897642093,-0.407127625107213,0.0255390811906149,NA,NA,NA,NA,NA,NA,NA,NA
-0.5,-0.625,-0.590057560535386,0.0358311742787138,-0.619771105087109,0.0558686492198672,-0.496901190246132,0.0356337901032924,-0.5,-0.492389086640892,0.0242716762033809,-0.476654538747376,0.0449373765106356,-0.379945153509478,0.0250925342906194,NA,NA,NA,NA,NA,NA,NA,NA
