"true_ci","corr_disadv_error","gs_ci","se_gs_ci","mb_ci","se_mb_ci","nv_ci","se_nv_ci"
0.5,-0.5,0.506740194643175,0.0233319380543749,0.452056111230854,0.0382322053976036,0.35477754834263,0.0245837467240372
0.5,-0.5,0.452986359113001,0.0230053344289952,0.469973350936735,0.0438981908227054,0.327368025656154,0.0237227262504682
0.5,-0.5,0.476867892117661,0.0249590265702812,0.491364044915616,0.0470743707786424,0.348060562110288,0.0254977332712451
0.5,-0.5,0.509015505553733,0.0253601601241137,0.477551683864067,0.0488353926366681,0.324763294413207,0.0260594196761824
0.5,-0.5,0.5457469682941,0.0252354736942451,0.515199667472237,0.0409190563194248,0.399753738352463,0.0264989071103619
0.5,-0.5,0.514471462908805,0.0254253942641711,0.493791813409405,0.04378510174467,0.362526907059693,0.0262416614198302
0.5,-0.5,0.539355592471276,0.0258488143491858,0.563949605247542,0.0535912806791536,0.364929165477571,0.0268435461644571
0.5,-0.5,0.466542188570792,0.0230285470906578,0.47322228470811,0.0409564104536441,0.347398826436956,0.0238615164937602
0.5,-0.5,0.504882512756173,0.0248006978327272,0.451113937372913,0.0412896706595331,0.358539447968257,0.0256601390573989
0.5,-0.5,0.515483491401687,0.0244231264823389,0.513179883483086,0.042567048487212,0.380017086411653,0.0254939790110157
0.5,-0.5,0.466052156523784,0.0225055253267719,0.487153858083389,0.0527445968197327,0.314464373433366,0.023482598612144
0.5,-0.5,0.504045373873495,0.0252623839600139,0.482154804409195,0.0400155880480602,0.351275545828652,0.0259939023238942
0.5,-0.5,0.508083561229584,0.0245488815242329,0.524023134303706,0.0509960474705477,0.377158024402205,0.0255006899482766
0.5,-0.5,0.453561404504307,0.0224762747858747,0.417333974997064,0.0357864117171288,0.327131864122387,0.0233106133201861
0.5,-0.5,0.472691785393022,0.0214564271918111,0.532126679342501,0.0491057796061182,0.346161564727574,0.0227128211787397
0.5,-0.5,0.512725483903115,0.02480826644391,0.509399024743677,0.0469699439570705,0.351114051574293,0.0257491931982422
0.5,-0.5,0.525180633512108,0.0253059005071993,0.511125296715672,0.0464497144456573,0.376971836550355,0.0262860346254191
0.5,-0.5,0.500553500165416,0.0234480521319711,0.454561604449767,0.0423256141383403,0.318358856066945,0.0245834063740086
0.5,-0.5,0.524595295199378,0.024289000051827,0.528229248524374,0.0462064753430512,0.378318877535675,0.0255167105061191
0.5,-0.5,0.513100525893332,0.0255163454413057,0.548939201855632,0.0568989521535881,0.382999070338957,0.0263081452190058
0.5,-0.5,0.462763502841458,0.022283534618636,0.41834823289687,0.0357683825709766,0.329274391792217,0.0232617566740494
0.5,-0.5,0.477417317664761,0.022547958608644,0.503953756704186,0.0462398202223437,0.350043319213418,0.0236093757038684
0.5,-0.5,0.545576107051048,0.0267970801856212,0.544787108996253,0.0556681579961228,0.388571027744861,0.0276539923978005
0.5,-0.5,0.502067617007004,0.0245264391611794,0.570876846092766,0.0610562321953493,0.35852553154095,0.0254198489492895
0.5,-0.5,0.496039316902287,0.0235677080536168,0.469813689064739,0.043114091655419,0.349167411853291,0.024624337079093
0.5,-0.5,0.511736796681622,0.0255199423835219,0.554145139872671,0.0502887392270753,0.380962785167636,0.026295977476446
0.5,-0.5,0.548931497250177,0.0261777507227411,0.50870652956688,0.0436998289828323,0.395129221128965,0.0272425925686494
0.5,-0.5,0.502948112947345,0.0235287252838003,0.497960253277413,0.0404813388294911,0.370803214020312,0.0246580677010088
0.5,-0.5,0.514969430976657,0.0253486417415629,0.572504267211824,0.0612624782323352,0.363428671065369,0.0261903216225244
0.5,-0.5,0.53735179343485,0.0248150820177238,0.545631668292582,0.0555597093989628,0.372226060539783,0.0260805925265645
0.5,-0.5,0.490307859454527,0.0251591342991379,0.516948175032854,0.0447808511050354,0.359384447555202,0.0257868972096664
0.5,-0.5,0.520681872774899,0.0251820265678535,0.533219758255171,0.0569284988348039,0.345219608993053,0.0261050213253536
0.5,-0.5,0.507975462884781,0.0268964035659048,0.524844891283958,0.0548176962386742,0.347447527900936,0.0272571347122539
0.5,-0.5,0.495538490073779,0.0247440981129536,0.476733260476382,0.0417679607942341,0.33012912771088,0.0254850764321655
0.5,-0.5,0.441752978923893,0.0233597471762515,0.432750791867225,0.0409993879248,0.292187503654557,0.0238868849598426
0.5,-0.5,0.493422314510051,0.0237242209377707,0.454500722754131,0.0402026802596356,0.345202748744174,0.0247118048153233
0.5,-0.5,0.489033258147441,0.0223410956820946,0.514304192162695,0.0469438980059943,0.368299533843873,0.0235546761411597
0.5,-0.5,0.516998694921939,0.0258074812124321,0.474737027295322,0.0429990830269785,0.353601453842826,0.0265396899727119
0.5,-0.5,0.499896331871853,0.023836844887613,0.471305842690394,0.0502883100320558,0.332117489296814,0.0248680822722044
0.5,-0.5,0.515917473810045,0.0237822861775477,0.580852626193916,0.0507380535583539,0.379166631793662,0.0250137317149037
0.5,-0.5,0.499137561756627,0.0237056284511683,0.557503111338449,0.056026533333228,0.380438533466159,0.0247243038248768
0.5,-0.5,0.498304813176999,0.025884118513397,0.432554114381764,0.0403570717371897,0.351620269374825,0.0264141502178291
0.5,-0.5,0.500087807105618,0.0246709862663786,0.494820791858875,0.0450350816926973,0.352565327227336,0.0255053912140842
0.5,-0.5,0.529417392253088,0.0266554835546017,0.531572739492429,0.0505462081104854,0.36625648438273,0.027326271443389
0.5,-0.5,0.461425424758315,0.0243597659094944,0.433433992925165,0.0375726779219675,0.342425002306633,0.0248818992056075
0.5,-0.5,0.48310987191484,0.0243897303466607,0.502442477763162,0.0537430391106159,0.333241744246668,0.025098640231671
0.5,-0.5,0.509711082711762,0.0245140524363399,0.534856442687903,0.0568496998367044,0.344821968449957,0.0254909753905236
0.5,-0.5,0.483940898030084,0.0232188033916822,0.448131695723494,0.0420906652487746,0.323309268049276,0.0242213426730744
0.5,-0.5,0.550804615101543,0.0276914242597215,0.542362600632478,0.0612591035224061,0.356853306893224,0.0282608260431654
0.5,-0.5,0.466040844632399,0.0237759240148126,0.476714766856053,0.0468450690477073,0.330450431448707,0.024456641656653
0.5,-0.5,0.509771806948925,0.0246407518993829,0.494447461204639,0.0538941233200323,0.334223030214797,0.0255694590121596
0.5,-0.5,0.484957688120733,0.0233417594542076,0.474798953326439,0.044234497769387,0.32464466489683,0.0243246159294271
0.5,-0.5,0.501036018075779,0.0235085688874126,0.52298226033797,0.0483158243149714,0.360080300760752,0.0246338883053749
0.5,-0.5,0.512041277445315,0.0241826269399622,0.509394301136815,0.048368882894851,0.367359598632339,0.0252783757459446
0.5,-0.5,0.509228736883988,0.0248645057767839,0.522430969307858,0.0491858961022177,0.368528070434647,0.0257608470338614
0.5,-0.5,0.503732637392246,0.0239314201815016,0.543250809062906,0.057211569182131,0.356416221312204,0.0249899703899619
0.5,-0.5,0.532261374960092,0.0252543266770938,0.518625850216277,0.0478287532635516,0.357462494603954,0.0263163708012638
0.5,-0.5,0.498585246707152,0.0239168847521665,0.424217079677132,0.03595858406147,0.334822422158065,0.0249132176120588
0,0.5,-0.000237181957585858,0.00597677747277112,-0.00352833473211451,0.00685125996702331,-0.00319936419991334,0.00597601516912431
0,0.5,-0.00173770150082667,0.00592574424006977,-0.00139980009743315,0.00631143839473534,-0.00132164158000313,0.00592584056544018
0,0.5,-0.00481698410304458,0.00615569483525012,-0.00778226573276351,0.00695139634688713,-0.00669335857752378,0.00615413561032097
0,0.5,-0.00195274510362334,0.00608718382611589,-0.00130190772170282,0.00662956094182548,-0.00122209912947528,0.00608735360707521
0,0.5,0.00209846153104312,0.00605707145930604,0.00333789390650254,0.00646636328019148,0.00307295882670143,0.00605670029335657
0,0.5,0.0015808482968051,0.00601190667824473,0.00112211574277907,0.00649356480508953,0.00107721690302933,0.00601200618921226
0,0.5,-0.00406438857492795,0.00605856780926692,-0.00571511925662708,0.00655339130935995,-0.00533893340776757,0.00605768528130012
0,0.5,-0.00752317162575201,0.00630944526891901,-0.0121732923807319,0.00715527352877544,-0.0109067317743669,0.00630507929243963
0,0.5,0.0014195913486327,0.00605503163733972,0.000346257399812017,0.00690933940052604,0.000299669439438929,0.00605517349637424
0,0.5,0.00434279935729134,0.00597609449006298,0.00208891455463294,0.00695838196766876,0.00184586266131852,0.00597725162250405
0,0.5,-0.00387781822709098,0.00664307095766993,-0.00420777879879611,0.00723374040324434,-0.00385080942827812,0.00664308462524674
0,0.5,0.0062250110778405,0.00634847990380361,0.012031774991331,0.0069432442829063,0.0113211732327252,0.00634226725837934
0,0.5,0.0092732171567962,0.00613361646683604,0.00862584648298085,0.00691716445580451,0.00760732568230379,0.00613565535617721
0,0.5,0.00147243856903617,0.00597977687045979,0.00232386825948077,0.00625164763574914,0.00223313630949962,0.00597956592779932
0,0.5,0.0117260496099435,0.00615121660603243,0.0147724328129625,0.00634243279096818,0.0142755570530002,0.00614642235984196
0,0.5,-0.00118495516091076,0.00621596549156606,0.00138796081081985,0.00726701526801122,0.00119841807313461,0.00621596320393537
0,0.5,-0.00156855682000666,0.00609742770189437,0.00225299369752902,0.0068890483890436,0.00198001422630214,0.00609732105733065
0,0.5,-0.0153058548374559,0.00613876415253809,-0.0067790802936302,0.00656342155261366,-0.00645203653867426,0.00615270314304041
0,0.5,-0.000968875205084425,0.00594948855831651,-0.00305064338820473,0.00654903846725242,-0.00281768109675091,0.00594896135504032
0,0.5,-0.000993096338206494,0.00619018547600901,-0.00068738441771217,0.00709356717871447,-0.00060226425179344,0.00619023016231982
0,0.5,-0.000738554334630253,0.0063514153951806,0.000666601189446278,0.0069764865832052,0.000620824198660457,0.00635142649751565
0,0.5,-0.004127654293059,0.00603103107850052,-0.00439578967409453,0.00618902743267671,-0.00418914046318208,0.00603099321309592
0,0.5,0.000654165929215672,0.00598993195743247,0.00308408096862094,0.00623072244557842,0.0030591842460055,0.00598926501237443
0,0.5,-0.0069034332577299,0.0062800770532739,-0.0103075670499936,0.00716273727055935,-0.0090472267206675,0.00627766940585239
0,0.5,0.00155524512181211,0.00622721740684759,-0.001488979818166,0.00697080638459233,-0.00133752843857096,0.00622726220593408
0,0.5,0.0188503623909995,0.00608031596122547,0.0202125863094233,0.00684027069953954,0.0180253152764829,0.00608254822748107
0,0.5,-0.00321896435621129,0.0061325410712931,0.00386480031458482,0.00683452263844709,0.00350650035215561,0.00613240083241478
0,0.5,0.0031734138343593,0.00595135978517605,0.00179200284282311,0.00653665279588578,0.00165747193936643,0.00595191102083099
0,0.5,0.00370947090904247,0.00619395794847518,3.05842495254546e-05,0.00731296063139779,2.60901515523311e-05,0.00619494323710433
0,0.5,0.00680159958320361,0.00614097382654517,0.00508060559297821,0.00703726174170902,0.00453241595131989,0.0061428355126986
0,0.5,-0.00233427035172233,0.00599492744534486,-0.00116837953786461,0.00680210436995987,-0.00102972030034092,0.00599525480479491
0,0.5,0.00246349798901917,0.00607816897540817,0.000331450003434641,0.00667108368377056,0.000300078757956852,0.0060786073689393
0,0.5,-0.00318677172400557,0.00607605016179862,-0.000713565352957058,0.0066106193510349,-0.000652456038211243,0.00607676389647368
0,0.5,-0.0058410556545501,0.00630303149913294,-0.00946053459079747,0.00695144947266071,-0.00848405324407421,0.00630037806810187
0,0.5,-0.00112426289322259,0.00601467234815693,0.000475076495055877,0.0068665135077802,0.000437124087563304,0.0060147520555361
0,0.5,-0.00700312069387781,0.006084840125108,-0.00495633875336348,0.0069354539487021,-0.00430145826984078,0.00608707633391048
0,0.5,-0.00717372783170285,0.00585718235932469,-0.00856346907765091,0.00627624363565327,-0.00804742556196646,0.00585616111641062
0,0.5,-0.00356842628364497,0.00617483763387287,-0.00713394510004159,0.00686534319514062,-0.00626456880311911,0.00617293112919231
0,0.5,0.00324044439870641,0.00624665074104221,0.00186425730263126,0.00670250213106468,0.00171340235679305,0.00624718670235874
0,0.5,0.0140635354372843,0.00604115487994018,0.0144484712735688,0.00678920539994318,0.0130309037311843,0.00604322313266744
0,0.5,0.00169697374688465,0.00610480317592134,0.0016844819642735,0.00710339576404014,0.00148320156107562,0.00610485275496834
0,0.5,0.000934244784764559,0.00629702125074073,7.10486474789012e-05,0.00701279117165144,6.27619737058285e-05,0.00629708218903861
0,0.5,-0.00564422518566865,0.00596791885137779,-0.00525416501556585,0.00655985761973047,-0.00492588905085172,0.0059684884595544
0,0.5,0.0149301763701324,0.00584299327579275,0.0182384889615797,0.00629102870385481,0.0165222126310977,0.00583913269750314
0,0.5,-0.00854445137503383,0.00635702407352575,-0.010836154690418,0.00663605828226006,-0.0104482944159817,0.00635451694585113
0,0.5,0.000110480117792101,0.00618421009188935,0.000515083876821212,0.00694648809983014,0.000462160372714818,0.00618419564132079
0,0.5,0.00323274922910716,0.0059945465873416,0.00786854657010729,0.00634203239877647,0.00718055211153309,0.00599147837908022
0,0.5,0.00583091518038098,0.00611967903789958,0.00935040314934093,0.00645579889555387,0.00897329995252534,0.00611629480947001
0,0.5,0.00654348580401105,0.00619573657844338,0.00092767065116743,0.00657160714396262,0.000881581695005783,0.00619874543909704
0,0.5,-0.000410879657057554,0.00578857186243361,-0.00173191067770769,0.00588994137993319,-0.00170121104903644,0.00578835959759983
0,0.5,-0.0112079701929099,0.00619534051646191,-0.0117305855719985,0.00713047134257998,-0.0103259039678257,0.00619670078486216
0,0.5,-0.00261838316190203,0.00632586486962251,-0.00248716036186811,0.00754137563961662,-0.00215655216780887,0.00632601863821777
0,0.5,-0.00588599676700803,0.00619902400210536,-0.000778849416259638,0.00662535912782974,-0.000707009780370834,0.00620146628238951
0,0.5,0.00117606937109167,0.00614530973581142,0.000474965984794946,0.00745476367305687,0.000414438119151323,0.00614539735001556
0,0.5,-0.00633660361057791,0.00583091105452563,-0.00651107174437407,0.00652843671337974,-0.00589747605143967,0.00583132579826542
0,0.5,0.00536117873182619,0.0061180606735187,0.00169285015447824,0.00711794645149302,0.00147062887567387,0.00611999353649479
0,0.5,0.00134152607087307,0.00587607392555263,-0.00580572034152316,0.00650805298595202,-0.00522049246033071,0.00587412709995577
0,0.5,0.0026309079396854,0.00583813506234101,0.0065408071336622,0.00694285397093589,0.00566846968046349,0.00583619145727334
0,0.5,-0.000486666209804694,0.00609555188890138,-0.000750282874191764,0.00669495807464001,-0.000677374968358287,0.00609553566864606
0,0.5,-0.00182350458431841,0.00612743338752335,-0.003964207132927,0.00675217923160707,-0.0035690789382337,0.00612675000906063
0,0.5,-0.00321201274414845,0.00604053038608215,-0.00458351642119195,0.00657489278641269,-0.00421270165513855,0.00603998128140888
0,0.5,-0.00291824015568416,0.00627241815623017,-0.00456591494188577,0.00654402016104542,-0.00432894216579548,0.00627169746538752
0,0.5,-0.00915578839319307,0.00617822018701911,-0.0114951040415748,0.0067235330631892,-0.0105433647779766,0.00617625531590193
0,0.5,0.00155492867980374,0.00609818126923181,0.000889705317438645,0.00689714567330791,0.000834350854274877,0.00609830699610206
0,0.5,-0.00242531266080534,0.00576132646458854,-0.00416182217298141,0.00648159717606794,-0.00365499275868593,0.00576074071190001
0,0.5,-0.00072833819943107,0.00607656713429577,-0.00664735498714642,0.0063597904603588,-0.00643000407452829,0.00607357217370502
0,0.5,0.00249871658733322,0.00622753612737917,0.00320029740667473,0.00667222684231249,0.00299635633808016,0.00622734161687958
0,0.5,-0.000329567216189866,0.00610984887417124,0.00180623330659254,0.0067592223925516,0.00159534220243433,0.0061096713644927
0,0.5,0.000338589909815476,0.00626037436500055,0.0052604816960894,0.00692219084840914,0.00474654161655344,0.00625879029536027
0,0.5,-0.00912941755051626,0.00602223155919101,-0.00951268392169107,0.00682464443249158,-0.00852196329159763,0.00602302707838221
0,0.5,-0.000297466140013806,0.00598615575303139,0.000184327852144734,0.00660470641674395,0.000165668270414586,0.00598616031469046
0,0.5,-0.000380518095576591,0.00606973163263888,0.00319525747247932,0.00665642464248181,0.00284799962438274,0.0060691464261492
0,0.5,-0.00293957809905701,0.00593959342731606,-0.00728514181681604,0.00665737940481784,-0.00666026253943737,0.00593689720141319
0,0.5,0.000821232247570942,0.0061333929043485,3.81840104592685e-06,0.00655673761727054,3.53683171944474e-06,0.00613344180064266
0,0.5,-0.000262558839865704,0.00582956316503347,0.00059173480192332,0.00612062215864484,0.000556085967214103,0.00582954461071274
0,0.5,-0.000326558052729684,0.00619420560154688,0.00420300684308969,0.00680063759405034,0.00377348903555899,0.00619319344141914
0,0.5,-0.00360782898530743,0.00619208245592805,-0.00519779464571858,0.00700225996041959,-0.00465939438682683,0.0061914595668974
0,0.5,-0.00356890105855182,0.0061318141451314,-0.00322289393945151,0.0069065138053756,-0.00292417438504922,0.00613211776046489
0,0.5,0.00117946102221182,0.00599022579418073,0.00487000386944704,0.00689248305139805,0.00426795647378576,0.00598896932629794
0,0.5,-0.0101566210365103,0.00617209905157583,-0.00975260848762167,0.00672460078452349,-0.00906353211813784,0.00617361059807671
0,0.5,0.00431965799204973,0.00613950617443163,0.00542555942406868,0.00687826158746062,0.00488888653438931,0.00613912656197066
0,0.5,0.00101167029063413,0.00593960025153435,0.00260391798269716,0.00663372337521983,0.00237822051942471,0.00593925067933493
0,0.5,-0.00295456196263063,0.00616381823650477,-0.00519971446216431,0.00656937065371453,-0.0048356821813881,0.00616276215407196
0,0.5,-0.00651698954469667,0.00606004145425243,-0.007921705618966,0.00717412712204403,-0.00667614203181435,0.00605988688494689
0,0.5,-0.00033581952146161,0.00614051886109629,0.00191850981962418,0.00663367543969072,0.00181583588462371,0.0061402883065471
0,0.5,0.00870912917957618,0.00580927342086651,0.0135666176133677,0.00625021830798012,0.0122827257028797,0.00580345026367093
0,0.5,-0.000554455543711235,0.00599574799757058,0.00464866972826309,0.00683034797468355,0.00411812999242234,0.00599450585885782
0,0.5,0.00868993773341518,0.00634075799238803,0.0167876378840028,0.00722204173844191,0.0149517458782775,0.00633044962620683
0,0.5,0.00779237762071372,0.00624010683807979,0.00850919192034916,0.00687299877714816,0.00771317309922092,0.00624019398653016
0,0.5,-0.0109476412028868,0.00623007467685053,-0.0148936458018023,0.00718713067107421,-0.0130729726092045,0.00622644206346782
0,0.5,0.00221780213979012,0.0059603183342918,0.00990695786345176,0.00647111001701294,0.00909821893959287,0.00595446400168221
0,0.5,0.00202481236103693,0.00631302003990123,0.00622798447777686,0.00708793736102523,0.00554392288974068,0.00631115751275536
0,0.5,0.00599972920693812,0.00601142949677053,0.00862371218245233,0.00724755274899508,0.00726035746165503,0.00601018642084923
0,0.5,-0.00140931863735802,0.00601381372774467,-0.000500094777562289,0.00627367513090692,-0.000476689369560383,0.00601394442649215
0,0.5,-0.00146456977694116,0.00607989437855185,-0.00107402017350227,0.00653221535576731,-0.000965817129510899,0.00607998323148582
0,0.5,0.00123479505932261,0.00630798649963524,-0.000223763257525831,0.00685566916315122,-0.000209059086925008,0.00630809014070733
0,0.5,0.00927508700229344,0.00589068667088425,0.00454871399182009,0.00650760163196156,0.0041174604511338,0.00589595036848263
0,0.5,-0.000401869738649855,0.0062860165366157,0.000458873868426296,0.00711667474729942,0.000414777666885469,0.00628601579566347
0,0.5,-0.00305603195865548,0.00603665133011439,-0.00301748653013237,0.00633810939602844,-0.0027929293379109,0.00603676514234156
0,0.5,-0.0145790492772577,0.00586497273063777,-0.0113488481681505,0.00645881906655088,-0.0101306086675631,0.00587339472247693
0,0.5,0.00307153778849053,0.00601579304903634,0.000160469413890641,0.00696296356425187,0.000139693292776997,0.00601649230171056
0,0.5,0.0102288272784507,0.00605529860085928,0.0137623399096673,0.00666900767891831,0.0123055497526411,0.00605184800699696
0,0.5,0.00638415476199694,0.00618746353091603,0.00643050720551562,0.00647251410371805,0.00611145273721216,0.00618770791083766
0,0.5,0.000799797669687905,0.00615382682313783,0.00110389937644942,0.00691961015231673,0.000991985037588611,0.00615380196008112
0,0.5,-0.00327178561329639,0.006403748679377,-0.000267948619179013,0.00697386401997131,-0.000246420748165717,0.00640447933458553
0,0.5,0.00352340513301121,0.00632876444574332,0.00448737059532918,0.00730557062962507,0.00396942849919587,0.00632853153027664
0,0.5,-0.00188520602433931,0.00631129189468225,-0.000627901184111393,0.00748402678845915,-0.000525763498370699,0.00631152110438157
0,0.5,-0.00310665277617591,0.00594235346291615,-0.00436117982620534,0.00666651494285615,-0.00395454924676022,0.00594190190040636
0,0.5,-0.0011483445097833,0.0061948063906469,0.0032119106747836,0.00690650780764154,0.00289075375509276,0.00619430244570129
0,0.5,-0.00111702420986227,0.00603864523303521,-0.00239497000458219,0.00661587280880142,-0.0021358390607012,0.00603840022829728
0,0.5,-0.00223206996259609,0.00624501974606532,0.00134355317231248,0.00682584919357127,0.00124885595784543,0.00624526231393804
0,0.5,0.00268996642722061,0.00597939933158598,0.00877754911594652,0.00631880939039583,0.00819139649166824,0.00597491667020303
0,0.5,-0.011027717867117,0.00611605031867836,-0.00839368113113966,0.00728579121980789,-0.00726786479768568,0.00612105447115914
0,0.5,-0.00121896216360329,0.00588574987997055,-0.00179854395091325,0.00638853813962678,-0.00162451752263361,0.00588566187845284
0,0.5,0.00185915775112443,0.0058148424238689,0.00589944493065162,0.0067588267569158,0.00516081704966416,0.0058130467824061
0,0.5,-0.0131886992477586,0.00621381991612958,-0.0102385488873511,0.00683119175779564,-0.00937320784796379,0.0062199591171875
0,0.5,-0.00258280804321728,0.00634395511311416,-0.004569047490332,0.0068893900007012,-0.0042219234739691,0.00634318009701413
0,0.5,-0.000434946090891542,0.00609022477847744,-0.00309700900837794,0.00693405384270961,-0.00274283218559232,0.0060896882904944
0,0.5,0.00633169880608504,0.00586683889255192,0.0072787480651307,0.00614057216105724,0.00701654064535551,0.00586613837446974
0,0.5,-0.00974815831818305,0.00595657423202829,-0.0143053448522093,0.00662371052697279,-0.0127182324809365,0.00595155189742076
0,0.5,0.00252394493881741,0.0061561853763997,0.00651278200775212,0.00730867861688703,0.00561536308172952,0.00615436906792643
0,0.5,0.00443709401186432,0.00617904589355972,0.00306711269856205,0.00666428386817281,0.00293071935283734,0.00617984309839466
0,0.5,0.00127019414913709,0.00627283230193163,-0.0102154684307945,0.00693072177296434,-0.0089041632099982,0.0062673543486313
0,0.5,-0.00167786049889227,0.00616751512751162,-0.000195497866154543,0.00665057759073937,-0.000181636285951595,0.00616771544352893
0,0.5,0.00268704456281758,0.00612414896280972,0.00541876736971482,0.00674676410423043,0.00503815402870878,0.0061228293639022
0,0.5,0.00382591987599492,0.00632634679859034,0.00287137869611004,0.00665015734991978,0.00272742352101923,0.00632684871349684
0,0.5,0.00141069643881522,0.00627361661316399,-0.000377866931310234,0.00730155675512496,-0.000325386934819194,0.00627374938485896
0,0.5,0.00375586189089852,0.00588497202430493,0.00628182305812203,0.00626665800764217,0.00582750991092797,0.00588345638853302
0,0.5,-0.00458714822382239,0.00613611015789464,-0.00529592883408537,0.00692073592678862,-0.00470259652132816,0.0061360324361652
0,0.5,-0.00278991538812112,0.0058154334067115,-0.00105454490897723,0.00632344767718483,-0.000962483713048422,0.00581596444335511
0,0.5,-0.0123400743481798,0.00597172253750101,-0.00855921926272754,0.00683949840830352,-0.00743231003537205,0.00597899345231068
0,0.5,0.000369217838439661,0.00597159104456581,-0.00262120764146703,0.00684071803116898,-0.00237890026823749,0.0059711770404846
0,0.5,-0.00364764120793478,0.00612532722501654,-0.00383141380983906,0.00693799066945029,-0.003369029827542,0.00612546920051336
0,0.5,-0.0135727700615259,0.00634793289236988,-0.0133686107660108,0.00696185933523014,-0.0119427155626296,0.00635082117808057
0,0.5,0.00208838152144711,0.00606047223425012,-0.00426475227426906,0.00737094674240135,-0.0036039453150344,0.00605983726530676
0,0.5,0.00360339014320047,0.0063496224837226,0.00730104648867345,0.00731325677314712,0.00639207499336972,0.00634768751683606
0,0.5,-0.00326942938717459,0.0061977451794768,0.00010728095221639,0.00677682292627025,0.000100070600954018,0.00619850931588875
0,0.5,-0.00408648363959656,0.00580411276012927,-0.000246164331030204,0.00673821441777225,-0.000213806849493961,0.0058054054398704
0,0.5,-0.00390236225952372,0.00589380874173985,-0.00353514467576727,0.00641534485668024,-0.00326678476836044,0.00589415587154364
0,0.5,-0.00260312028335074,0.00604368968589833,0.000644815197236937,0.0068543383645964,0.000570159659395511,0.00604416608191188
0,0.5,-0.0016699581282124,0.00595510706786848,-0.00602632137646959,0.00630322138910965,-0.00556416315499349,0.00595298757594277
0,0.5,0.00851236177350662,0.00605652707637216,0.00873356093791664,0.00697314066465712,0.00777558184656045,0.00605741111392929
0,0.5,0.00553974973780273,0.00630071422041528,-0.00230356827195528,0.00693774942900136,-0.00212106475762867,0.00630254946948059
0,0.5,-0.00310685020439275,0.0060654131994888,0.00039655323235692,0.00657399958191503,0.000364176771528356,0.00606611306327677
0,0.5,-0.00268140940393801,0.00600645454143943,-0.000803230719781826,0.00657418528217933,-0.000728207632079261,0.00600695012864356
0,0.5,-0.00899043483694547,0.00609653909230389,-0.0156715975247483,0.0070489808372324,-0.0133841278521534,0.00608934882516642
0,0.5,-0.000442968646796382,0.00587778082524234,-0.00173870979030396,0.00655287101978849,-0.00154397175458491,0.00587761360466106
0,0.5,-0.0081343718370876,0.00622115201638912,-0.00841475113787955,0.00708657590874102,-0.00744740383692866,0.00622191447308122
0,0.5,0.00473000194974534,0.00598771859196047,-0.00022594017788205,0.00732005427184847,-0.000186029998377445,0.00598938722292568
0,0.5,-0.00439392790430593,0.00600264798780898,7.258271008473e-05,0.00658910765252771,6.54876953083894e-05,0.00600408541415018
0,0.5,-0.0053261465235013,0.00611849206126429,-0.00608690713221566,0.00702749893213273,-0.00543030322020882,0.00611841057513231
0,0.5,0.0105388402744135,0.00583467908152923,0.0130400238230134,0.00649604296180489,0.0115607864909304,0.00583293598830493
0,0.5,-0.00612103335895864,0.00580932046288624,-0.00835204379190992,0.00649672534161037,-0.00729480688915438,0.00580809899726277
