"true_ci","less_error_var","more_error_var","gs_ci","se_gs_ci","mb_ci","se_mb_ci","nv_ci","se_nv_ci"
0.5,0.5,1,0.486930615720068,0.0162662282807571,0.422980920468482,0.0297171053214468,0.342485812192773,0.0170231558851591
0.5,0.5,1,0.463429942850187,0.016045094343437,0.476159540670748,0.0359762790498568,0.345204204221344,0.016649668825231
0.5,0.5,1,0.517929930731844,0.0184423056571923,0.479951132272332,0.0307111988790237,0.37264254391029,0.0189365792623722
0.5,0.5,1,0.467614965950689,0.0169379055470221,0.48878095701547,0.0390739524028964,0.343090283732642,0.0173993330680182
0.5,0.5,1,0.544915485111614,0.0172209942855876,0.633429751734592,0.0493976244410267,0.41953277140012,0.0182256644125297
0.5,0.5,1,0.45276899348681,0.0162066503767136,0.482605827189202,0.0351445200920383,0.351999266065146,0.0167000022035025
0.5,0.5,1,0.526268743066287,0.0171833150229251,0.456220746575431,0.0287012802073961,0.381141623844939,0.0180561406399594
0.5,0.5,1,0.471390421615465,0.0161029169476811,0.475922514841852,0.0351639814121742,0.344837259012993,0.0167609211968499
0.5,0.5,1,0.494093751200685,0.0173966413169657,0.512315561994719,0.0486838298145446,0.350227800298403,0.0179442134065543
0.5,0.5,1,0.517679530421982,0.0168228062205641,0.550068855406762,0.0394085187558054,0.416934644018232,0.0176150881210489
0.5,0.5,1,0.510636560939064,0.0165363776245684,0.523224057704702,0.0387649446031733,0.381754562779322,0.0174239691414778
0.5,0.5,1,0.518660261082626,0.0182568171367059,0.550756904013057,0.0451700663179327,0.391415641747456,0.018811824294731
0.5,0.5,1,0.507623582400581,0.0169933486292487,0.527563376714495,0.0411044577668949,0.374724883842398,0.0177496439556481
0.5,0.5,1,0.525746993347348,0.0168062319423933,0.478596821054037,0.0309432223954782,0.374694060761981,0.0177764553455371
0.5,0.5,1,0.506247564212462,0.0177049207325737,0.52868338620111,0.0480846387360673,0.375389869222096,0.0182794873513646
0.5,0.5,1,0.508665038057556,0.0166664740546715,0.555801057759092,0.0392933099589946,0.390792822420531,0.0174727790118926
0.5,0.5,1,0.526668733573769,0.0173316553415437,0.515342783574948,0.0390854539414542,0.388452314404933,0.0181753664480083
0.5,0.5,1,0.507505859504127,0.0169006903028925,0.500661969799556,0.0332881631779497,0.381024671368487,0.0176542727889327
0.5,0.5,1,0.483837127374519,0.0165728317221473,0.563484521884296,0.0546053912547934,0.379196013771398,0.0171911394394425
0.5,0.5,1,0.472635506520202,0.0162572646690872,0.49787170106738,0.0391109485508843,0.342915812954099,0.0168963871285098
0.5,0.5,1,0.50530548000364,0.0167222602653933,0.470711303324857,0.0409699083489945,0.356178105759724,0.0175271718889948
0.5,0.5,1,0.491445959441183,0.0169698344774126,0.450142982529808,0.0293734385641254,0.376412812301358,0.0175764804204098
0.5,0.5,1,0.479092852314789,0.0163851777187555,0.477548508583054,0.0362472341327612,0.347436306064007,0.0170450555910231
0.5,0.5,1,0.482642034160132,0.0169413789001361,0.504682073386928,0.0403453503837895,0.358728912949955,0.0175049392756079
0.5,0.5,1,0.531199535968811,0.0181777592879537,0.552720130909164,0.0439351836527061,0.398095216980335,0.0188423691446847
0.5,0.5,1,0.55303971946603,0.0192558871477785,0.549903989135212,0.0470082372785523,0.404729760927607,0.0198579148031977
0.5,0.5,1,0.497995265386522,0.0176205273726691,0.518929592004792,0.0421689561984373,0.375551692121266,0.0181490524145869
0.5,0.5,1,0.491343241275794,0.0174884288619498,0.450912567308444,0.0367287102528838,0.358830774090812,0.017994956694627
0.5,0.5,1,0.498471621607303,0.0177929883176455,0.485852121362042,0.0305336464557266,0.381457400193619,0.0182881838015991
0.5,0.5,1,0.48938035188285,0.0164351162583818,0.465813382952907,0.0317315056696942,0.376336684496394,0.0171367671571678
0.5,0.5,1,0.516703520218815,0.0169766850580851,0.456876368743536,0.0323859840680638,0.363906840030035,0.0178274612608295
0.5,0.5,1,0.517274697404502,0.017720147689782,0.550436647835981,0.0405600287359855,0.40430719055422,0.018363761550667
0.5,0.5,1,0.509285057079835,0.0173667425566641,0.511482240160878,0.0394738772762226,0.387918999290658,0.0180338560424447
0.5,0.5,1,0.497506265260483,0.0168515530078096,0.443265468378704,0.0346435579014742,0.332710225040023,0.0175541140013843
0.5,0.5,1,0.478074956240901,0.0168150097781386,0.451785941199586,0.0372004408514061,0.349184704767571,0.0173775025724741
0.5,0.5,1,0.479180336222266,0.0170156823953056,0.491259945983689,0.0444165733999659,0.369753594565999,0.0175178516709198
0.5,0.5,1,0.501179683830754,0.0174493912880401,0.500745312631451,0.0312490857800175,0.380254626123604,0.018034462734095
0.5,0.5,1,0.521368608057729,0.0173165976108272,0.556984850042857,0.0373002309656158,0.413232500391719,0.0180630387516946
0.5,0.5,1,0.550694480567764,0.0191029423906223,0.596662365747508,0.0433720540756022,0.428877446601823,0.0197255108723936
0.5,0.5,1,0.461933189102721,0.0166064409116945,0.525480762746336,0.0456795877030296,0.370876361678124,0.0170650100333002
0.5,0.5,1,0.503035343196807,0.0169227900645597,0.493272073868613,0.0371164996074134,0.383599455732229,0.0176412855395596
0.5,0.5,1,0.476359980743507,0.0167153292873291,0.454245538929614,0.0325521403952146,0.355162825263476,0.0172764613072667
0.5,0.5,1,0.51649908339321,0.016928085066929,0.481131784792789,0.0334373323167576,0.37460604553292,0.0177815097886758
0.5,0.5,1,0.511315800026414,0.017880402142898,0.513122939552253,0.0419108364914171,0.370817906120098,0.0184615709391136
0.5,0.5,1,0.518203765087672,0.0177447579161144,0.578445853923438,0.0551531624869717,0.408855928507607,0.0183839482573304
0.5,0.5,1,0.484771919026782,0.0161353509048699,0.469338639340499,0.0350212218488946,0.34944894333739,0.0169059140078993
0.5,0.5,1,0.499085046475713,0.0181004545707147,0.479430636616515,0.0415232948398182,0.345662224030237,0.0185204761731982
0.5,0.5,1,0.508284845315356,0.0171002202932394,0.560526683833937,0.0402143746188358,0.397202905922216,0.0177997159406434
0.5,0.5,1,0.57373738258925,0.0195946912040249,0.589647803130481,0.0520206131073427,0.427508436647386,0.0203058978154963
0.5,0.5,1,0.517837507834412,0.0172879480935108,0.521218347363344,0.0343950446326048,0.389214849989628,0.0180434426144268
0.5,0.5,1,0.516459954045793,0.0185266933370024,0.513752412312594,0.0426340999543082,0.371462875835797,0.018977523202575
0.5,0.5,1,0.539731858739292,0.0182832571874826,0.497234570658809,0.0357410395179999,0.402783097079436,0.0189990731663645
0.5,0.5,1,0.493378146466736,0.016562099373833,0.443341525189649,0.0281615713856823,0.357779445739038,0.0173011213415419
0.5,0.5,1,0.478672436657082,0.0173558197893229,0.517797430503316,0.0404488305559054,0.373096646439392,0.0178001615160714
0.5,0.5,1,0.475836428906143,0.0170377389154171,0.450842202509522,0.0344193696784847,0.328088445255284,0.0175277756648806
0.5,0.5,1,0.492426478197791,0.0170085983772312,0.471150122718626,0.0316839901393137,0.377028410419308,0.0176068325373082
0.5,0.5,1,0.486246463062868,0.0171467506082038,0.443570642159386,0.0334589508759418,0.351768893246488,0.0177095421049452
0.5,0.5,1,0.493630742631732,0.0163731496850207,0.514108105007567,0.0366949238471085,0.402405106685655,0.0170598255848588
0.5,0.5,1,0.525067242373338,0.0171327049314832,0.48445870723166,0.0377564000776077,0.362897101844441,0.0180149356855854
0.5,0.5,1,0.53142872945705,0.0190176944776451,0.522366260185672,0.0411029003927993,0.406090103727497,0.0195039328118291
0.5,0.5,1,0.49543380332121,0.0163176069889781,0.508057226568668,0.0470981363550404,0.370372718881318,0.0171210265848665
0.5,0.5,1,0.513913047664419,0.0175250360519907,0.531963670265596,0.0392864481198567,0.400452405342213,0.018183670909014
0.5,0.5,1,0.524554904844896,0.0183548888589612,0.530432860325482,0.039728104665235,0.396168026200924,0.018931411349866
0.5,0.5,1,0.493388746861987,0.0164826336234425,0.493622686574519,0.0516097759526559,0.351567595094144,0.0172426253502319
0.5,0.5,1,0.514414099541241,0.0174794662616329,0.524726589335307,0.0354073213790455,0.376567745631668,0.0181799541679473
0.5,0.5,1,0.48585357471542,0.0170309051206042,0.501177297777095,0.0397300911906769,0.368179882788464,0.0175966028137346
0.5,0.5,1,0.492558316128271,0.0169812924992811,0.463366100844146,0.0354312924626234,0.339552541121892,0.0176075274457751
0.5,0.5,1,0.478421386935669,0.0162608869803997,0.500648978504278,0.0379530553389017,0.357858673617449,0.0169388023492877
0.5,0.5,1,0.493995544319164,0.016332534785871,0.523443686437535,0.0374247357565533,0.379232501163778,0.0170976941034722
0.5,0.5,1,0.464012083304899,0.0164923365909747,0.481144719019563,0.0456655767903167,0.330320959535803,0.017026666337588
0.5,0.5,1,0.505275870374357,0.0182690314413155,0.481241716672457,0.0313828792541282,0.395717097318959,0.0187233249391972
0.5,0.5,1,0.502556069517089,0.0167356107400921,0.465677711019256,0.0345005500630036,0.370817553971497,0.0175042583284419
0.5,0.5,1,0.48078661705782,0.0164532481383356,0.484281016237597,0.0306219811248075,0.35485907172903,0.0171059531535675
0.5,0.5,1,0.512296871017214,0.0179868592337083,0.479641970505091,0.0304881883903558,0.371082951996694,0.0185390501913111
0.5,0.5,1,0.47734609588144,0.0169193859756376,0.460351646452054,0.0325756727657652,0.3597538327242,0.0174490326084675
0.5,0.5,1,0.531395705825561,0.0173892236329048,0.556031468865236,0.0409596501767664,0.424525765972241,0.0181898417849823
0.5,0.5,1,0.527567389890455,0.0171785946932107,0.511945988778878,0.0341676180615546,0.388416941755185,0.0180567340710903
0.5,0.5,1,0.538808063122908,0.0171656247617687,0.577624746223485,0.0563470385230671,0.388840657560798,0.0181542628426381
0.5,0.5,1,0.455443746015546,0.0166800136208298,0.363584115763911,0.0307088762431071,0.295089057226329,0.0170910000350101
0.5,0.5,1,0.537552281099895,0.0177116694145058,0.611622307136664,0.0628632623153476,0.380996617810566,0.0185594670269513
0.5,0.5,1,0.490353564182253,0.0178246495610251,0.48534761713182,0.0382010514233957,0.376533026046533,0.0182594791502294
0.5,0.5,1,0.494755149486848,0.0174812653915755,0.434550634411371,0.0281737071523356,0.365041685954924,0.0180187037220443
0.5,0.5,1,0.497198992992322,0.0164124860435742,0.510441736368745,0.034711731795447,0.364429008608313,0.0172186558856426
0.5,0.5,1,0.520151695927671,0.0183738787669239,0.425769450182681,0.0291635107948168,0.357729448991585,0.0188856293169984
0.5,0.5,1,0.503918254666006,0.0165693944395861,0.530869773183087,0.0400953202798072,0.394082346711815,0.0173450753949407
0.5,0.5,1,0.517757004215222,0.0173952902549874,0.534399429852319,0.0366080860219173,0.401929942579503,0.0181139786581304
0.5,0.5,1,0.526155175714072,0.0172098687075491,0.54012045297051,0.0394815772822808,0.413502917765257,0.0180241054384526
0.5,0.5,1,0.468665488897712,0.0161100063955036,0.515344434464036,0.0417230238068536,0.356200975099832,0.0167477788077754
0.5,0.5,1,0.484399497312486,0.0156663109920061,0.490532936260917,0.0354112053281169,0.378782949189878,0.0164630529855856
0.5,0.5,1,0.561860881162988,0.0200707053892237,0.598738336884439,0.0526759803548299,0.413095301594649,0.0205664480203
0.5,0.5,1,0.537169873833242,0.0188446109459354,0.534907104798484,0.0376883707654382,0.399609241673659,0.0194080379437965
0.5,0.5,1,0.519254785841958,0.0178200611014451,0.497112895385937,0.0332659650736467,0.393689565141733,0.0184801167293998
0.5,0.5,1,0.478236143122095,0.017036477314098,0.448235990051228,0.0347657949763122,0.328412990395426,0.0175453084769237
0.5,0.5,1,0.523924613338482,0.0183536483240173,0.507506514306691,0.0432073548242824,0.370797788556077,0.0189064931105199
0.5,0.5,1,0.511879625727871,0.0168632782648201,0.479064283709606,0.0316056113770151,0.397516272395578,0.0176452491678752
0.5,0.5,1,0.495590035302832,0.0162148744985193,0.484635365116497,0.0341159071679172,0.361726924856043,0.0170507041348505
0.5,0.5,1,0.477509264388815,0.0164000605820188,0.490940698830801,0.0399103087603359,0.352732708182618,0.0170465235330676
0.5,0.5,1,0.533427749935397,0.018210633312219,0.527027101912969,0.0393733579633759,0.38353156951634,0.0188886762328037
0.5,0.5,1,0.524272414292734,0.0178623584354512,0.471870347543745,0.0361659113028024,0.36625705597789,0.0185401370169918
0.5,0.5,1,0.506156109301708,0.0172628904122757,0.519156934278795,0.0319949503528275,0.400805548646774,0.0179015493880116
0.5,0.5,1,0.514646929361977,0.0178168799734577,0.496405902863055,0.0398131220828923,0.375181696301211,0.0184151516588595
0.5,0.5,1,0.498830950047197,0.017493523944751,0.465670559010919,0.0342730069800221,0.359241238805491,0.018062125409851
0.5,0.5,1,0.491734215946673,0.0167906473630805,0.523735625119176,0.0408744146767715,0.362009882143222,0.017447517887306
0.5,0.5,1,0.500862404339071,0.0167952297225599,0.537982146645803,0.0488737098501031,0.373773742955726,0.0175246477089681
0.5,0.5,1,0.500985260451952,0.0165068887540354,0.495862896827704,0.0467688547800331,0.357226273772018,0.0173229998637911
0.5,0.5,1,0.47683836245274,0.0166954224329363,0.462187188029605,0.0300555921265439,0.393916497099785,0.0172070333533713
0.5,0.5,1,0.523334312417936,0.0172805220409941,0.518606206102398,0.0328443226023153,0.394403378104993,0.0180836212511107
0.5,0.5,1,0.467639851593786,0.016113668116453,0.423602412116995,0.0350079747815648,0.332054736470734,0.0167536856902521
0.5,0.5,1,0.54696011468476,0.0183300401924311,0.551029261972317,0.0396567672476676,0.436849072440768,0.0190610283875118
0.5,0.5,1,0.472439390605656,0.0169001447695576,0.468414215112489,0.0329988568011033,0.349331757428141,0.0173979651258731
0.5,0.5,1,0.514694824188714,0.0165149897635909,0.501027522298914,0.0293182120347558,0.390611494193175,0.0174152662324986
0.5,0.5,1,0.508978196498281,0.0167395820648325,0.52479481011497,0.0326917184686059,0.408160539681667,0.0174788059160767
0.5,0.5,1,0.490136125921404,0.0175544550790663,0.471478743474606,0.0369496310418609,0.339286924967658,0.0180340598535087
0.5,0.5,1,0.504458614765169,0.0169086756289003,0.497178169710912,0.0341550285658171,0.398572709938551,0.0175855365687426
0.5,0.5,1,0.485350263001083,0.0170766381618676,0.451491862584517,0.0302954666635613,0.361904474392437,0.0176284903577275
0.5,0.5,1,0.484615744291419,0.0164540555758812,0.501034503551083,0.0351172905583751,0.365039345991502,0.0171193217830569
0.5,0.5,1,0.477427347675348,0.0159056886444177,0.463399106706282,0.0338484444397012,0.365934189596644,0.0166263668564402
0.5,0.5,1,0.506376802415448,0.0173566742577235,0.521777586141937,0.0528783181564471,0.340015370061544,0.0180095769231496
0.5,0.5,1,0.476855246587157,0.0171264768577972,0.505887208383524,0.055316901079474,0.335354883677695,0.0176055217733583
0.5,0.5,1,0.526360454848232,0.0182062929833222,0.509685082071833,0.0400282233188139,0.374354933364551,0.0188238436667586
0.5,0.5,1,0.494023646685506,0.0170003184162533,0.522005236011886,0.0384860240244163,0.374236514563327,0.0176297857663757
0.5,0.5,1,0.482435897437549,0.0167548649297457,0.595343736419231,0.0768581468617739,0.349530470768529,0.0173571283197018
0.5,0.5,1,0.543497651787428,0.0190649365604667,0.562250630261987,0.0550605188573741,0.390158791682934,0.0196239767105119
0.5,0.5,1,0.540720722107058,0.0191172279583856,0.528012310140968,0.0363423946906727,0.394241337338038,0.0196367185843838
0.5,0.5,1,0.499398937117415,0.0165019953895518,0.501603345016633,0.0354224226922557,0.390458762327115,0.0172456300511613
0.5,0.5,1,0.509979613686875,0.0173959761262043,0.516573957522712,0.0386530888393759,0.396260494992912,0.0180358130553841
0.5,0.5,1,0.557060063662665,0.018052513450123,0.52673119129353,0.0325491065193703,0.405928899104099,0.0190008971537317
0.5,0.5,1,0.501399727179575,0.0176046162123041,0.485553480829275,0.0304643192219642,0.398021885976523,0.0181461578856844
0.5,0.5,1,0.490716331138419,0.0163473471532685,0.5009791950813,0.0367459531367378,0.376043850776066,0.0170857935677409
0.5,0.5,1,0.479591119811506,0.0159687141908394,0.467067212585557,0.0312341727804477,0.355387036292817,0.016721176011235
0.5,0.5,1,0.49029757288756,0.0169007153167949,0.479115547879917,0.0332570556515996,0.34906719561825,0.0175365087447972
0.5,0.5,1,0.495723451128005,0.0170711959089631,0.491514705196096,0.0433197578037352,0.334083553688122,0.0176944547918641
0.5,0.5,1,0.49859070395002,0.0165966306671418,0.534868589276493,0.0441711374547729,0.379671773421727,0.0173345376874916
0.5,0.5,1,0.517154930997485,0.0176099070739995,0.492024253044965,0.0349389908564838,0.366402738280581,0.0183041991051804
0.5,0.5,1,0.487727330785046,0.0178120032673808,0.491593335326006,0.0406131230847287,0.367049588650466,0.0182241094087342
0.5,0.5,1,0.529840788833971,0.0178314783383133,0.538526473401938,0.053933910449659,0.379988413770314,0.0185769902436515
0.5,0.5,1,0.472620779826123,0.016310418433585,0.455371271882459,0.0290522163665459,0.330818205011996,0.0169397309222399
0.5,0.5,1,0.50163657914918,0.0174515173229777,0.536569193255704,0.0510848036650449,0.377909314273931,0.018030472213724
0.5,0.5,1,0.515495491909307,0.0189697149403286,0.515671036408063,0.0390545539513795,0.382138372471838,0.0193334164682363
0.5,0.5,1,0.517170350922872,0.0178139944328457,0.488657645280224,0.0363538051319577,0.371992306924329,0.0184517829335019
0.5,0.5,1,0.552763461617094,0.0188934192475768,0.53473519472969,0.0534261757709796,0.385371315487562,0.0195592270891034
0.5,0.5,1,0.51070716419956,0.0179297208850803,0.544167654922257,0.04245002585203,0.388316820022965,0.0184864048964822
0.5,0.5,1,0.51129365640151,0.017867805544741,0.54807069336864,0.0505307819685826,0.394892545501334,0.0184271625906976
0.5,0.5,1,0.493089263550459,0.0169815113009285,0.539571931497222,0.0377288354836983,0.396229138089108,0.0175662528238765
0.5,0.5,1,0.473873115240382,0.0161827189102377,0.460755465316363,0.0336180545651928,0.365967060806942,0.0168165788984322
0.5,0.5,1,0.500209508302538,0.0164565367739022,0.523020624755697,0.0412830221669048,0.364873520470731,0.0172701156839637
0.5,0.5,1,0.466609446224003,0.0162536342174294,0.509169953418199,0.0414679431679829,0.350867571368713,0.0168263386860422
0.5,0.5,1,0.503976380819219,0.016301262559277,0.544479881528396,0.0376629430560227,0.38923790107863,0.0171323870148209
0.5,0.5,1,0.474162622076616,0.0166451560963512,0.463303280082165,0.0382844175989579,0.342419104026083,0.0172237952704087
0.5,0.5,1,0.509219535124278,0.0168832080995987,0.499848314785387,0.0346636772289592,0.365844172913077,0.0176824461531085
0.5,0.5,1,0.486541287123566,0.0166132555395365,0.467378644792178,0.0406772894521924,0.36065776467425,0.0172777098848607
0.5,0.5,1,0.49463965389513,0.0173587150151345,0.474063590415684,0.0332832331464208,0.375177099751011,0.0179042105661189
0.5,0.5,1,0.47716669732291,0.0158075121790646,0.568554000936373,0.0686819892947256,0.350099410005497,0.0165792179274821
0.5,0.5,1,0.495483038626831,0.0176866366319167,0.528814849054446,0.0369997149023474,0.376596215313244,0.0181757686586438
0.5,0.5,1,0.521010338203656,0.0179729212301941,0.519797212410001,0.0402801861258474,0.38847192086052,0.0185741059100874
0.5,0.5,1,0.516633051887015,0.017874791421028,0.604638508483388,0.035905950714494,0.437482170461452,0.0183922614484544
0.5,0.5,1,0.49224546988064,0.0162693704893197,0.479260348199736,0.0355215534592965,0.356375443620952,0.017065551986681
0.5,0.5,1,0.515477199445985,0.018061881101108,0.525582029259386,0.0469368685558467,0.374292640700959,0.018634348189556
0.5,0.5,1,0.444446375934717,0.0160114606333522,0.43409684860665,0.0337450610623033,0.313404830821339,0.0165108287233743
0.5,0.5,1,0.493680823352124,0.0166450542301649,0.488284881616362,0.0304263489595867,0.381712846645603,0.0173369608597402
0.5,0.5,1,0.483059509681719,0.0160956406680287,0.472781330605691,0.0363676185209069,0.359689132830555,0.0168444124158988
0.5,0.5,1,0.517637888468034,0.017911916220219,0.477266834351273,0.0343265789280508,0.367188809168404,0.018531611811048
0.5,0.5,1,0.478439668417605,0.0161810191337275,0.464603732891955,0.0328713754583282,0.336859186792076,0.0168910399528912
0.5,0.5,1,0.554502564291677,0.0198897305732366,0.542178531278169,0.0359105799097879,0.4222343787298,0.0203711261812069
0.5,0.5,1,0.501873510719813,0.0167492844449535,0.516414832405623,0.0426623559380665,0.37658543307632,0.0174833253344523
0.5,0.5,1,0.506495761785872,0.0166358645533066,0.543161939215307,0.038577884688753,0.380441898370038,0.0174483166815699
0.5,0.5,1,0.53530638376088,0.0181387298430712,0.507551444797653,0.0359847485947178,0.381743491749548,0.018856811042282
0.5,0.5,1,0.492893048885002,0.0180364306067868,0.492443302882333,0.0302739211731385,0.399059158382806,0.0184252587555729
0.5,0.5,1,0.522693741068779,0.0177479113261206,0.544115857207378,0.0409069977875289,0.402420739038744,0.0184420824572223
0.5,0.5,1,0.531471229097612,0.019040889015501,0.526460372713792,0.0363930102952125,0.40498888233959,0.0195388886078155
0.5,0.5,1,0.523184518851895,0.017637547499963,0.508635196157186,0.0336406357134124,0.378415114633328,0.0183765646612975
0.5,0.5,1,0.485900014384749,0.016786170878314,0.502432075872947,0.0348716863915029,0.382498884738855,0.0173738808859888
0.5,0.5,1,0.463899574697166,0.0166167092064652,0.45557733705256,0.0379447643379784,0.351569119794053,0.0171110291696257
0.5,0.5,1,0.473998963212991,0.0164601293319919,0.442305571416648,0.0293066473334367,0.352512609808099,0.0170629560342345
0.5,0.5,1,0.473813661185381,0.0156400907077592,0.561059252640865,0.0615537946273739,0.352040404159257,0.0164058079728184
0.5,0.5,1,0.528700072856467,0.0172492844119754,0.581172722582762,0.0560329712110396,0.386540255437644,0.0181226893222605
0.5,0.5,1,0.478150462931143,0.015599293040617,0.451354883130072,0.0342417499003799,0.337133004660547,0.0164490485852697
0.5,0.5,1,0.474423608860829,0.0159812886594876,0.467712729178495,0.0350856532613951,0.351150700486228,0.0166894568454045
0.5,0.5,1,0.4822425150958,0.0173495468604823,0.480330765110932,0.0307243460987324,0.360520453784169,0.0178151659516288
0.5,0.5,1,0.558466649381926,0.0190013218992113,0.565070918784842,0.0428087428416436,0.421704056661796,0.019697328148623
0.5,0.5,1,0.48925178681678,0.01631147745771,0.546877006484655,0.0494797879663711,0.387626380684065,0.0170133031198969
0.5,0.5,1,0.476616489882814,0.015477379426675,0.42922330891981,0.0293695597074525,0.346965229888554,0.0163328853628112
0.5,0.5,1,0.50475572066091,0.0164509350855399,0.512534604026029,0.0342786980373228,0.386878486598749,0.017267215648583
0.5,0.5,1,0.495707962854218,0.0163604925537918,0.500350314667384,0.0306071201258123,0.383957742127787,0.0171118642722503
0.5,0.5,1,0.500912531754049,0.0170542331142233,0.517686124612329,0.0480733864965356,0.364090248861352,0.0177422940423074
0.5,0.5,1,0.526284294960294,0.0183389714771825,0.511289338125328,0.0358476390387808,0.405984777367781,0.0189342540339058
0.5,0.5,1,0.493022589525842,0.0168443441451003,0.476442554388981,0.0353609365713673,0.352896180361002,0.017499298913034
0.5,0.5,1,0.530834626908444,0.0169107926039824,0.555618661035227,0.0359858003231028,0.404024121354586,0.0178610594386288
0.5,0.5,1,0.52252855256017,0.0186024337520945,0.53163185661987,0.0413127771529306,0.410468679148438,0.0191080884457494
0.5,0.5,1,0.526505984818341,0.0185995553063871,0.546254431724585,0.0469544540241317,0.372510681988767,0.0191197523709066
0.5,0.5,1,0.485044810776398,0.0161553884161295,0.441710103920637,0.0283426769778543,0.338366546068103,0.0169360550546347
0.5,0.5,1,0.48996388226424,0.0168892932640441,0.476765849641455,0.0321901177213251,0.354694494513118,0.0175310213688054
0.5,0.5,1,0.512038952775568,0.018965860026842,0.505461892444406,0.035955996415334,0.376614280363277,0.0193103843977825
0.5,0.5,1,0.49284200262637,0.0172236586968916,0.502981631933258,0.0371310648818866,0.370257745383429,0.0178013472534226
0.5,0.5,1,0.4616193526373,0.015444225523898,0.433879864203775,0.0256691592902635,0.358287112438014,0.0161305045466061
0.5,0.5,1,0.496121426334243,0.0160953924811255,0.470050790796089,0.0476549457474952,0.344690966538489,0.0169856189766489
0.5,0.5,1,0.504159598836717,0.0187737519993757,0.530205217581225,0.0376741672370368,0.385961111120634,0.0191189190056369
0.5,0.5,1,0.522470917998053,0.0183636514550152,0.51176747400116,0.0383768530985929,0.388239198144066,0.0189164959333994
0.5,0.5,1,0.503307620415245,0.0177069733265072,0.521180920888379,0.0470490205385589,0.377613498186824,0.0182630079071356
